batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_01_ref,peak_01_ref_raw,peak_01_spike_ref,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,peak_02_ref,peak_02_ref_raw,peak_02_spike_ref,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
20,0,0.3184240835253149,1785874175.943868,0.011601167032495141,-5293.386694990372,2806.827483148631,-5293.386694990372,False,-5287.523555098999,-5287.523555098999,False,-5287.23474965149,2812.827480859813,-5287.23474965149,False,-5278.338261188506,-5278.338261188506,False,-1.0011088631247267,-1.0016854714538475,-0.0005766083291207647,0.03168650802959071,31.68650802959071,2809.9761834692754,1.1306918366254177
21,0,0.33406349999131635,1785874175.963451,0.019499000045470893,-5294.897637313935,2806.827483148631,-5294.897637313935,False,-5287.474719298969,-5287.474719298969,False,-5288.688824849733,2812.827480859813,-5288.688824849733,False,-5274.15754274802,-5274.15754274802,False,-1.0014038682753172,-1.0027551854460042,-0.0013513171706869276,0.11840083833395715,118.40083833395715,2810.06289779958,4.224979957677603
22,0,0.3494691459927708,1785874175.974738,0.011172292055562139,-5294.990629788263,2806.827483148631,-5294.990629788263,False,-5287.474719298969,-5287.474719298969,False,-5288.688824849733,2812.827480859813,-5288.688824849733,False,-5274.15754274802,-5274.15754274802,False,-1.0014214555885934,-1.0027551854460042,-0.0013337298574107592,0.11643226380534724,116.43226380534725,2810.0609292250515,4.154733935389211
23,0,0.3649954794673249,1785874175.994393,0.019493459025397897,-5290.277673752908,2806.827483148631,-5290.277673752908,False,-5289.311902733722,-5289.311902733722,False,-5280.69677710431,2812.827480859813,-5280.69677710431,False,-5287.243740456697,-5287.243740456697,False,-1.000182589160357,-0.9987617436090015,0.0014208455513555762,-0.19189152060011266,-191.89152060011267,2809.7526054406458,-6.847399393381125
24,0,0.38072491699131206,1785874176.00624,0.011740916059352458,-5288.424748601644,2806.827483148631,-5288.424748601644,False,-5289.311902733722,-5289.311902733722,False,-5280.69677710431,2812.827480859813,-5280.69677710431,False,-5287.243740456697,-5287.243740456697,False,-0.999832274188327,-0.9987617436090015,0.0010705305793254905,-0.15268023686960755,-152.68023686960754,2809.7918167243765,-5.448195720439893
25,0,0.39657827094197273,1785874176.026117,0.019786457996815443,-5295.717554761452,2806.827483148631,-5295.717554761452,False,-5289.130863359163,-5289.130863359163,False,-5289.198771812553,2812.827480859813,-5289.198771812553,False,-5275.129594240994,-5275.129594240994,False,-1.0012453258526688,-1.0026670771438333,-0.001421751291164508,0.12628463578158036,126.28463578158036,2810.0707815970277,4.506303018183712
26,0,0.41193958395160735,1785874176.036961,0.010752500034868717,-5294.873058282425,2806.827483148631,-5294.873058282425,False,-5289.130863359163,-5289.130863359163,False,-5289.198771812553,2812.827480859813,-5289.198771812553,False,-5275.129594240994,-5275.129594240994,False,-1.0010856594536242,-1.0026670771438333,-0.0015814176902091415,0.1441563368935428,144.1563368935428,2810.0886532981394,5.144031433540636
27,0,0.42739945894572884,1785874176.057055,0.020001749973744154,-5295.156585261485,2806.827483148631,-5295.156585261485,False,-5286.680420098049,-5286.680420098049,False,-5288.712047718843,2812.827480859813,-5288.712047718843,False,-5277.123783540269,-5277.123783540269,False,-1.0016033057589813,-1.002195943217159,-0.000592637458177725,0.03348067264597306,33.480672645973065,2809.977977633892,1.1947142679836233
28,0,0.442793354508467,1785874176.067709,0.01055662496946752,-5295.062176158916,2806.827483148631,-5295.062176158916,False,-5286.680420098049,-5286.680420098049,False,-5288.712047718843,2812.827480859813,-5288.712047718843,False,-5277.123783540269,-5277.123783540269,False,-1.0015854478415231,-1.002195943217159,-0.0006104953756358444,0.0354795363092313,35.4795363092313,2809.979976497555,1.266041118656555
29,0,0.4580362919950858,1785874176.087561,0.019767750054597855,-5293.784869852263,2806.827483148631,-5293.784869852263,False,-5286.028006315027,-5286.028006315027,False,-5287.5559847227405,2812.827480859813,-5287.5559847227405,False,-5275.312542608483,-5275.312542608483,False,-1.001467427627695,-1.0023208941679507,-0.000853466540255754,0.06267566560690893,62.67566560690893,2810.007172626853,2.2364996291360595
30,0,0.4738943334668875,1785874176.099435,0.011793917044997215,-5293.4771339457875,2806.827483148631,-5293.4771339457875,False,-5286.028006315027,-5286.028006315027,False,-5287.5559847227405,2812.827480859813,-5287.5559847227405,False,-5275.312542608483,-5275.312542608483,False,-1.0014092107763828,-1.0023208941679507,-0.0009116833915678857,0.06919196567101404,69.19196567101405,2810.013688926917,2.469025323687341
31,0,0.48963193799136207,1785874176.119033,0.019524207920767367,-5284.265462311177,2806.827483148631,-5284.265462311177,False,-5292.4202688138475,-5292.4202688138475,False,-5290.52719434518,2812.827480859813,-5290.52719434518,False,-5280.2299542453,-5280.2299542453,False,-0.9984591536407786,-1.0019501499345878,-0.003490996293809112,0.35789835310696805,357.89835310696805,2810.302395314353,12.771137350377106
32,0,0.5048767295083962,1785874176.129936,0.01082920900080353,-5282.633713891594,2806.827483148631,-5282.633713891594,False,-5292.4202688138475,-5292.4202688138475,False,-5290.52719434518,2812.827480859813,-5290.52719434518,False,-5280.2299542453,-5280.2299542453,False,-0.9981508356432082,-1.0019501499345878,-0.003799314291379585,0.39240885207850135,392.40885207850135,2810.3369058133244,14.002599631690742
33,0,0.5204278334858827,1785874176.150122,0.02010333293583244,-5290.41996116897,2806.827483148631,-5290.41996116897,False,-5289.264391866482,-5289.264391866482,False,-5280.21382315536,2812.827480859813,-5280.21382315536,False,-5289.814240303207,-5289.814240303207,False,-1.0002184744828158,-0.9981851126123293,0.0020333618704864165,-0.2604513969874151,-260.4513969874151,2809.6840455642587,-9.293869432893773
34,0,0.535633458988741,1785874176.1603498,0.010153749957680702,-5289.071212147387,2806.827483148631,-5289.071212147387,False,-5289.264391866482,-5289.264391866482,False,-5280.21382315536,2812.827480859813,-5280.21382315536,False,-5289.814240303207,-5289.814240303207,False,-0.999963477015936,-0.9981851126123293,0.0017783644036066804,-0.23190914552029054,-231.90914552029054,2809.712587815726,-8.27537630317908
35,0,0.550618521461729,1785874176.180106,0.01967687497381121,-5291.80419101358,2806.827483148631,-5291.80419101358,False,-5290.523526527229,-5290.523526527229,False,-5282.089125318443,2812.827480859813,-5282.089125318443,False,-5292.773194629571,-5292.773194629571,False,-1.000242067629022,-0.9979813853875377,0.0022606822414843464,-0.2858957093251647,-285.8957093251647,2809.6586012519206,-10.201816633070393
36,0,0.5659621254890226,1785874176.191007,0.01080308307427913,-5289.335059821314,2806.827483148631,-5289.335059821314,False,-5290.523526527229,-5290.523526527229,False,-5282.089125318443,2812.827480859813,-5282.089125318443,False,-5292.773194629571,-5292.773194629571,False,-0.9997753593382667,-0.9979813853875377,0.0017939739507289998,-0.233656345697237,-233.65634569723701,2809.7108406155485,-8.337722869584535
