batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_01_ref,peak_01_ref_raw,peak_01_spike_ref,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,peak_02_ref,peak_02_ref_raw,peak_02_spike_ref,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
125,0,1.9080820209928788,1785874177.5375738,0.01973020809236914,-5291.661327510893,2806.827483148631,-5291.661327510893,False,-5290.4257432979275,-5290.4257432979275,False,-5281.087943908963,2812.827480859813,-5281.087943908963,False,-5287.358498639851,-5287.358498639851,False,-1.0002335509981461,-0.9988140477456747,0.0014195032524714213,-0.19174127505938476,-191.74127505938478,2809.7527556861864,-6.842038076626633
126,0,1.9233087709289975,1785874177.548249,0.010621708002872765,-5290.167508980173,2806.827483148631,-5290.167508980173,False,-5290.4257432979275,-5290.4257432979275,False,-5281.087943908963,2812.827480859813,-5281.087943908963,False,-5287.358498639851,-5287.358498639851,False,-0.9999511883673858,-0.9988140477456747,0.001137140621711108,-0.16013599948274276,-160.13599948274276,2809.784360961763,-5.714244914456993
127,0,1.9385596464853734,1785874177.568071,0.01976587506942451,-5296.702545944071,2806.827483148631,-5296.702545944071,False,-5291.680437374002,-5291.680437374002,False,-5288.727963523816,2812.827480859813,-5288.727963523816,False,-5275.558445881746,-5275.558445881746,False,-1.0009490574174884,-1.0024963267447735,-0.0015472693272851057,0.14033405907370805,140.33405907370806,2810.0848310203196,5.007638419701258
128,0,1.9534392504720017,1785874177.5780082,0.009879833087325096,-5295.955055940868,2806.827483148631,-5295.955055940868,False,-5291.680437374002,-5291.680437374002,False,-5288.727963523816,2812.827480859813,-5288.727963523816,False,-5275.558445881746,-5275.558445881746,False,-1.0008077998317273,-1.0024963267447735,-0.0016885269130462177,0.1561452339209236,156.1452339209236,2810.100642195167,5.571839634631873
129,0,1.9684862295398489,1785874177.598145,0.020062041003257036,-5294.590381811875,2806.827483148631,-5294.590381811875,False,-5286.363464147745,-5286.363464147745,False,-5287.250305319266,2812.827480859813,-5287.250305319266,False,-5275.831650478212,-5275.831650478212,False,-1.0015562527472668,-1.002164332677298,-0.0006080799300312023,0.03520917183582509,35.20917183582509,2809.979706133082,1.2563935139817688
130,0,1.983840312983375,1785874177.6087449,0.010529457940720022,-5295.435302880698,2806.827483148631,-5295.435302880698,False,-5286.363464147745,-5286.363464147745,False,-5287.250305319266,2812.827480859813,-5287.250305319266,False,-5275.831650478212,-5275.831650478212,False,-1.0017160830492415,-1.002164332677298,-0.00044824962805645185,0.01731912482143138,17.31912482143138,2809.9618160860673,0.618010448952019
131,0,1.9990526670007966,1785874177.628541,0.019709749962203205,-5296.629301214234,2806.827483148631,-5296.629301214234,False,-5287.175984829055,-5287.175984829055,False,-5286.860290687861,2812.827480859813,-5286.860290687861,False,-5276.619352922494,-5276.619352922494,False,-1.0017879708207755,-1.0019408141994732,-0.00015284337869769793,-0.01574614267839917,-15.74614267839917,2809.9287508185676,-0.561880626548643
132,0,2.0138822295120917,1785874177.638411,0.009798959014005959,-5296.599623118416,2806.827483148631,-5296.599623118416,False,-5287.175984829055,-5287.175984829055,False,-5286.860290687861,2812.827480859813,-5286.860290687861,False,-5276.619352922494,-5276.619352922494,False,-1.0017823575981586,-1.0019408141994732,-0.00015845660131463823,-0.01511784619595128,-15.11784619595128,2809.92937911505,-0.5394606835552127
133,0,2.02879558398854,1785874177.6583822,0.019901250023394823,-5283.5176779522935,2806.827483148631,-5283.5176779522935,False,-5293.456799483317,-5293.456799483317,False,-5290.930066273218,2812.827480859813,-5290.930066273218,False,-5284.564325021828,-5284.564325021828,False,-0.998122375999745,-1.0012045914970225,-0.0030822154972774962,0.3121429013673647,312.14290136736474,2810.256639862613,11.138413551504593
134,0,2.044105313019827,1785874177.6690052,0.010539707960560918,-5283.044609171405,2806.827483148631,-5283.044609171405,False,-5293.456799483317,-5293.456799483317,False,-5290.930066273218,2812.827480859813,-5290.930066273218,False,-5284.564325021828,-5284.564325021828,False,-0.9980330074077627,-1.0012045914970225,-0.0031715840892597713,0.32214606279807795,322.14606279807793,2810.266643024044,11.495363359908577
135,0,2.0591681044897996,1785874177.6885262,0.019455040921457112,-5286.664740176294,2806.827483148631,-5286.664740176294,False,-5294.488637073401,-5294.488637073401,False,-5286.135026199649,2812.827480859813,-5286.135026199649,False,-5284.945501673775,-5284.945501673775,False,-0.9985222563625272,-1.00022507791717,-0.0017028215546427417,0.15774525473710227,157.74525473710227,2810.102242215983,5.6289342969277145
136,0,2.074429062951822,1785874177.699528,0.01093070802744478,-5286.189226847895,2806.827483148631,-5286.189226847895,False,-5294.488637073401,-5294.488637073401,False,-5286.135026199649,2812.827480859813,-5286.135026199649,False,-5284.945501673775,-5284.945501673775,False,-0.9984324434719924,-1.00022507791717,-0.0017926344451775211,0.1677981471756064,167.7981471756064,2810.1122951084217,5.9876586916787895
137,0,2.089892084011808,1785874177.719442,0.019847749965265393,-5289.128254690088,2806.827483148631,-5289.128254690088,False,-5288.136780373454,-5288.136780373454,False,-5281.906143063505,2812.827480859813,-5281.906143063505,False,-5288.797604888298,-5288.797604888298,False,-1.0001874902934271,-0.9986969700223688,0.0014905202710583376,-0.1996903171724549,-199.69031717245488,2809.7448066440734,-7.125689308180663
138,0,2.1053780209622346,1785874177.7305422,0.011035292060114443,-5287.6070285226,2806.827483148631,-5287.6070285226,False,-5288.136780373454,-5288.136780373454,False,-5281.906143063505,2812.827480859813,-5281.906143063505,False,-5288.797604888298,-5288.797604888298,False,-0.9998998225891546,-0.9986969700223688,0.0012028525667857615,-0.1674912367079,-167.49123670790001,2809.777005724538,-5.97670699071867
139,0,2.1207904795301147,1785874177.750229,0.019583959016017616,-5284.34431175921,2806.827483148631,-5284.34431175921,False,-5294.296573646729,-5294.296573646729,False,-5286.781839915693,2812.827480859813,-5286.781839915693,False,-5283.379821154008,-5283.379821154008,False,-0.998120191842471,-1.0006439095572996,-0.0025237177148286216,0.24962940134892997,249.62940134892997,2810.194126362595,8.907700590527048
140,0,2.1365538754616864,1785874177.7620769,0.011733916937373579,-5282.738505842593,2806.827483148631,-5282.738505842593,False,-5294.296573646729,-5294.296573646729,False,-5286.781839915693,2812.827480859813,-5286.781839915693,False,-5283.379821154008,-5283.379821154008,False,-0.9978168831981066,-1.0006439095572996,-0.0028270263591930744,0.2835791958529114,283.5791958529114,2810.2280761570987,10.119154862007973
141,0,2.15229558350984,1785874177.78168,0.01948991697281599,-5290.8427801794305,2806.827483148631,-5290.8427801794305,False,-5287.470333199999,-5287.470333199999,False,-5279.958002819967,2812.827480859813,-5279.958002819967,False,-5283.203276849824,-5283.203276849824,False,-1.0006378186102067,-0.9993857374286397,0.0012520811815670552,-0.17300146988652437,-173.00146988652438,2809.7714954913595,-6.173332496664444
142,0,2.1671947294380516,1785874177.791902,0.01013754098676145,-5290.1948534932635,2806.827483148631,-5290.1948534932635,False,-5287.470333199999,-5287.470333199999,False,-5279.958002819967,2812.827480859813,-5279.958002819967,False,-5283.203276849824,-5283.203276849824,False,-1.0005152785966773,-0.9993857374286397,0.001129541168037651,-0.15928538115929536,-159.28538115929535,2809.7852115800865,-5.683891705655701
143,0,2.1822341879596934,1785874177.811763,0.019782708026468754,-5286.060625974264,2806.827483148631,-5286.060625974264,False,-5294.492151401147,-5294.492151401147,False,-5285.451265862315,2812.827480859813,-5285.451265862315,False,-5284.139625590207,-5284.139625590207,False,-0.9984074911840882,-1.0002482221071063,-0.0018407309230180635,0.1731816585571339,173.18165855713391,2810.117678619803,6.179762295073291
144,0,2.1977072295267135,1785874177.822847,0.011003958992660046,-5284.541948674469,2806.827483148631,-5284.541948674469,False,-5294.492151401147,-5294.492151401147,False,-5285.451265862315,2812.827480859813,-5285.451265862315,False,-5284.139625590207,-5284.139625590207,False,-0.9981206502073963,-1.0002482221071063,-0.0021275718997100235,0.20528820215538382,205.28820215538383,2810.1497851634012,7.325442554788175
145,0,2.2130076669855043,1785874177.8423638,0.019432750064879656,-5293.343579524539,2806.827483148631,-5293.343579524539,False,-5282.476459519117,-5282.476459519117,False,-5292.555354814874,2812.827480859813,-5292.555354814874,False,-5278.994185976975,-5278.994185976975,False,-1.0020572017856963,-1.0025688925503882,-0.000511690764691819,0.024420187029476206,24.420187029476207,2809.9689171482755,0.871402620235377
146,0,2.227877750468906,1785874177.8525782,0.01013458298984915,-5292.394659869686,2806.827483148631,-5292.394659869686,False,-5282.476459519117,-5282.476459519117,False,-5292.555354814874,2812.827480859813,-5292.555354814874,False,-5278.994185976975,-5278.994185976975,False,-1.0018775664078343,-1.0025688925503882,-0.0006913261425538497,0.04452704608995523,44.527046089955235,2809.989024007336,1.5888897405779057
147,0,2.242934937530663,1785874177.872499,0.01984737499151379,-5290.290017422135,2806.827483148631,-5290.290017422135,False,-5281.093741984955,-5281.093741984955,False,-5291.151855636812,2812.827480859813,-5291.151855636812,False,-5282.141162485665,-5282.141162485665,False,-1.0017413581137689,-1.0017058788990991,3.547921466973136e-05,-0.03682537488649511,-36.825374886495105,2809.9076715863594,-1.314065618273448
148,0,2.258043624984566,1785874177.882775,0.010192999965511262,-5290.530026937199,2806.827483148631,-5290.530026937199,False,-5281.093741984955,-5281.093741984955,False,-5291.151855636812,2812.827480859813,-5291.151855636812,False,-5282.141162485665,-5282.141162485665,False,-1.0017868050470728,-1.0017058788990991,8.092614797372555e-05,-0.04191231874772184,-41.91231874772184,2809.9025846424984,-1.4955865953369198
149,0,2.2730631879530847,1785874177.90255,0.019707208033651114,-5291.144809040905,2806.827483148631,-5291.144809040905,False,-5280.324583284053,-5280.324583284053,False,-5291.9845453301095,2812.827480859813,-5291.9845453301095,False,-5280.319122089168,-5280.319122089168,False,-1.0020491592109897,-1.0022092269370884,-0.00016006772609866715,-0.01493751056637282,-14.93751056637282,2809.9295594506793,-0.5330256411066522
150,0,2.287988187512383,1785874177.912652,0.010016374988481402,-5290.374468930524,2806.827483148631,-5290.374468930524,False,-5280.324583284053,-5280.324583284053,False,-5291.9845453301095,2812.827480859813,-5291.9845453301095,False,-5280.319122089168,-5280.319122089168,False,-1.0019032704311939,-1.0022092269370884,-0.0003059565058944891,0.0013920408213990646,1.3920408213990647,2809.9458890020674,0.04967316662143394
151,0,2.30309075047262,1785874177.932717,0.019982917001470923,-5290.207686869344,2806.827483148631,-5290.207686869344,False,-5289.02758039631,-5289.02758039631,False,-5279.28973768457,2812.827480859813,-5279.28973768457,False,-5288.320579249454,-5288.320579249454,False,-1.000223123524144,-0.9982923044415426,0.0019308190826015093,-0.24897362791870747,-248.97362791870748,2809.6955233333274,-8.88430016838094
152,0,2.318574375472963,1785874177.9436328,0.010838082991540432,-5288.365925306747,2806.827483148631,-5288.365925306747,False,-5289.02758039631,-5289.02758039631,False,-5279.28973768457,2812.827480859813,-5279.28973768457,False,-5288.320579249454,-5288.320579249454,False,-0.9998749004274404,-0.9982923044415426,0.0015825959858978278,-0.2099964909518338,-209.99649095183378,2809.7345004702943,-7.493451718235576
153,0,2.3337685420410708,1785874177.9630878,0.019378249999135733,-5284.195678087843,2806.827483148631,-5284.195678087843,False,-5292.279016626113,-5292.279016626113,False,-5284.715373340014,2812.827480859813,-5284.715373340014,False,-5282.707947337576,-5282.707947337576,False,-0.9984726167095733,-1.0003799994287872,-0.0019073827192138681,0.18064209473728396,180.64209473728397,2810.1251390559833,6.445978259252211
154,0,2.348577437980566,1785874177.9732769,0.01012354192789644,-5282.72073818823,2806.827483148631,-5282.72073818823,False,-5292.279016626113,-5292.279016626113,False,-5284.715373340014,2812.827480859813,-5284.715373340014,False,-5282.707947337576,-5282.707947337576,False,-0.9981939201603213,-1.0003799994287872,-0.0021860792684659236,0.21183702027559784,211.83702027559784,2810.1563339815216,7.559128613888019
155,0,2.3631790209910832,1785874177.9922528,0.01890020805876702,-5289.828690974376,2806.827483148631,-5289.828690974376,False,-5289.901856633502,-5289.901856633502,False,-5282.159032466833,2812.827480859813,-5282.159032466833,False,-5285.1149169890405,-5285.1149169890405,False,-0.9999861688059422,-0.9994407151843179,0.0005454536216242811,-0.09390758022447755,-93.90758022447756,2809.8505893810216,-3.3509698909676544
156,0,2.3777758959913626,1785874178.002514,0.0102077079936862,-5286.92602369995,2806.827483148631,-5286.92602369995,False,-5289.901856633502,-5289.901856633502,False,-5282.159032466833,2812.827480859813,-5282.159032466833,False,-5285.1149169890405,-5285.1149169890405,False,-0.999437450256318,-0.9994407151843179,-3.2649279998464564e-06,-0.03248868450095968,-32.48868450095968,2809.912008276745,-1.15931646092491
157,0,2.392869041999802,1785874178.022429,0.0198269160464406,-5282.311030298036,2806.827483148631,-5282.311030298036,False,-5294.505901067256,-5294.505901067256,False,-5287.877532090084,2812.827480859813,-5287.877532090084,False,-5282.809531941246,-5282.809531941246,False,-0.9976966933275565,-1.000959338041282,-0.0032626447137255044,0.33233861597932246,332.33861597932247,2810.276835577225,11.85907136666152
158,0,2.4085912504815497,1785874178.033931,0.011408917023800313,-5282.177711095547,2806.827483148631,-5282.177711095547,False,-5294.505901067256,-5294.505901067256,False,-5287.877532090084,2812.827480859813,-5287.877532090084,False,-5282.809531941246,-5282.809531941246,False,-0.9976715126582023,-1.000959338041282,-0.003287825383079701,0.3351571263183172,335.1571263183172,2810.2796540875643,11.959646243160048
159,0,2.4241113959578797,1785874178.053487,0.01947295805439353,-5296.222154152009,2806.827483148631,-5296.222154152009,False,-5287.8020720513605,-5287.8020720513605,False,-5287.16110358795,2812.827480859813,-5287.16110358795,False,-5275.469612925604,-5275.469612925604,False,-1.0015923595448386,-1.0022161990344327,-0.0006238394895941024,0.03697316313173693,36.97316313173693,2809.9814701243777,1.3193392496337757
160,0,2.4389561669668183,1785874178.06361,0.010037166066467762,-5293.65380250395,2806.827483148631,-5293.65380250395,False,-5287.8020720513605,-5287.8020720513605,False,-5287.16110358795,2812.827480859813,-5287.16110358795,False,-5275.469612925604,-5275.469612925604,False,-1.001106647028927,-1.0022161990344327,-0.0011095520055057762,0.09133969837429705,91.33969837429704,2810.03583665962,3.259338366196726
161,0,2.4541049590334296,1785874178.083803,0.020103499991819263,-5294.034540612445,2806.827483148631,-5294.034540612445,False,-5284.421953883834,-5284.421953883834,False,-5287.454473209646,2812.827480859813,-5287.454473209646,False,-5274.924403082563,-5274.924403082563,False,-1.0018190422363125,-1.00237540278677,-0.0005563605504574909,0.029420143593388674,29.420143593388673,2809.9739171048395,1.0498195687049912
162,0,2.4696090834913775,1785874178.0945122,0.010538582922890782,-5293.866262187853,2806.827483148631,-5293.866262187853,False,-5284.421953883834,-5284.421953883834,False,-5287.454473209646,2812.827480859813,-5287.454473209646,False,-5274.924403082563,-5274.924403082563,False,-1.0017871979918405,-1.00237540278677,-0.0005882047949294922,0.03298451795609212,32.98451795609212,2809.977481479202,1.1770096330321196
163,0,2.484762979496736,1785874178.11424,0.01962345896754414,-5294.113454513076,2806.827483148631,-5294.113454513076,False,-5286.498843839994,-5286.498843839994,False,-5285.171800725855,2812.827480859813,-5285.171800725855,False,-5275.568286531003,-5275.568286531003,False,-1.0014403882225293,-1.001820375298595,-0.00037998707606567983,0.009678394313205654,9.678394313205654,2809.954175355559,0.3453609161149605
164,0,2.4996914999792352,1785874178.124327,0.00999425002373755,-5294.1539068241345,2806.827483148631,-5294.1539068241345,False,-5286.498843839994,-5286.498843839994,False,-5285.171800725855,2812.827480859813,-5285.171800725855,False,-5275.568286531003,-5275.568286531003,False,-1.001448040226673,-1.001820375298595,-0.0003723350719220253,0.008821893936287508,8.821893936287509,2809.9533188551823,0.3147978138840818
165,0,2.514691812975798,1785874178.1442492,0.019838458043523133,-5285.63125140367,2806.827483148631,-5285.63125140367,False,-5292.0898422705395,-5292.0898422705395,False,-5286.146175170201,2812.827480859813,-5286.146175170201,False,-5283.7971530556515,-5283.7971530556515,False,-0.9987795764888038,-1.0004445708354248,-0.0016649943466210404,0.15351119823110634,153.51119823110633,2810.098008159477,5.477847496114271
166,0,2.529835583467502,1785874178.154606,0.010267167002893984,-5286.038924053576,2806.827483148631,-5286.038924053576,False,-5292.0898422705395,-5292.0898422705395,False,-5286.146175170201,2812.827480859813,-5286.146175170201,False,-5283.7971530556515,-5283.7971530556515,False,-0.9988566108291224,-1.0004445708354248,-0.001587960006302458,0.14488862821156173,144.88862821156172,2810.0893855894574,5.1701622970154775
167,0,2.5450420000124723,1785874178.1746821,0.019980750046670437,-5286.376738725115,2806.827483148631,-5286.376738725115,False,-5298.189459408817,-5298.189459408817,False,-5290.031201037619,2812.827480859813,-5290.031201037619,False,-5284.1451811383795,-5284.1451811383795,False,-0.9977704231277111,-1.0011139020025888,-0.0033434788748776256,0.3413865056817957,341.38650568179565,2810.2858834669278,12.181933545596477
168,0,2.56061204202706,1785874178.185724,0.010950415977276862,-5284.020858056773,2806.827483148631,-5284.020858056773,False,-5298.189459408817,-5298.189459408817,False,-5290.031201037619,2812.827480859813,-5290.031201037619,False,-5284.1451811383795,-5284.1451811383795,False,-0.9973257654410824,-1.0011139020025888,-0.003788136561506339,0.3911577118974726,391.1577118974726,2810.3356546731434,13.957954321205845
169,0,2.5759041880373843,1785874178.2052858,0.019481791998259723,-5290.662814571869,2806.827483148631,-5290.662814571869,False,-5287.210493547432,-5287.210493547432,False,-5280.837798060042,2812.827480859813,-5280.837798060042,False,-5286.019535781825,-5286.019535781825,False,-1.0006529569852856,-0.9990197278525539,0.0016332291327316728,-0.21566393552368532,-215.66393552368532,2809.7288330257225,-7.695687108324483
170,0,2.590682541951537,1785874178.215264,0.009888333966955543,-5289.258365216328,2806.827483148631,-5289.258365216328,False,-5287.210493547432,-5287.210493547432,False,-5280.837798060042,2812.827480859813,-5280.837798060042,False,-5286.019535781825,-5286.019535781825,False,-1.0003873255417757,-0.9990197278525539,0.001367597689221789,-0.18593140699699942,-185.9314069969994,2809.758565554249,-6.634720489473288
171,0,2.6056061254348606,1785874178.235137,0.019798082998022437,-5282.598899521721,2806.827483148631,-5282.598899521721,False,-5294.225300369041,-5294.225300369041,False,-5285.189832835209,2812.827480859813,-5285.189832835209,False,-5279.646003739581,-5279.646003739581,False,-0.9978039467178494,-1.0010500380312812,-0.003246091313431787,0.33048576889185677,330.48576889185676,2810.2749827301377,11.792954927628346
172,0,2.6208782504545525,1785874178.2458081,0.010606833035126328,-5281.786043288224,2806.827483148631,-5281.786043288224,False,-5294.225300369041,-5294.225300369041,False,-5285.189832835209,2812.827480859813,-5285.189832835209,False,-5279.646003739581,-5279.646003739581,False,-0.9976504103291657,-1.0010500380312812,-0.0033996277021155485,0.3476713286889386,347.67132868893856,2810.292168289935,12.406199282362923
173,0,2.6360100004822016,1785874178.265415,0.01954708294942975,-5283.4867725992735,2806.827483148631,-5283.4867725992735,False,-5293.59525562432,-5293.59525562432,False,-5284.755217005918,2812.827480859813,-5284.755217005918,False,-5282.856915232209,-5282.856915232209,False,-0.9980904314483986,-1.0003593324226208,-0.0022689009742221655,0.22110737884643708,221.1073788464371,2810.165604340092,7.889929305111229
174,0,2.6508005629875697,1785874178.275373,0.009894542046822608,-5281.803740509853,2806.827483148631,-5281.803740509853,False,-5293.59525562432,-5293.59525562432,False,-5284.755217005918,2812.827480859813,-5284.755217005918,False,-5282.856915232209,-5282.856915232209,False,-0.9977724940149252,-1.0003593324226208,-0.0025868384076955797,0.25669459580216564,256.6945958021656,2810.201191557048,9.159812867619385
175,0,2.665781312971376,1785874178.295388,0.019960707984864712,-5288.079076693276,2806.827483148631,-5288.079076693276,False,-5280.721637866766,-5280.721637866766,False,-5291.330610598664,2812.827480859813,-5291.330610598664,False,-5284.548026488024,-5284.548026488024,False,-1.0013932639004774,-1.0012834747790431,0.00010978912143433384,-0.04514299494494915,-45.14299494494915,2809.899353966301,-1.6108690745414342
176,0,2.68115364597179,1785874178.306101,0.010639291955158114,-5287.847817448979,2806.827483148631,-5287.847817448979,False,-5280.721637866766,-5280.721637866766,False,-5291.330610598664,2812.827480859813,-5291.330610598664,False,-5284.548026488024,-5284.548026488024,False,-1.0013494707865518,-1.0012834747790431,6.599600750867296e-05,-0.04024116558370236,-40.24116558370236,2809.9042557956623,-1.4359536677027676
177,0,2.6962845209636725,1785874178.325664,0.019501041970215738,-5292.822800538477,2806.827483148631,-5292.822800538477,False,-5287.595480211724,-5287.595480211724,False,-5290.1542576588945,2812.827480859813,-5290.1542576588945,False,-5273.238563650595,-5273.238563650595,False,-1.0009886006496367,-1.003207837802921,-0.0022192371532843147,0.215548432385628,215.54843238562802,2810.1600453936317,7.691565529033258
178,0,2.7112821879563853,1785874178.336092,0.01036470802500844,-5292.899631357716,2806.827483148631,-5292.899631357716,False,-5287.595480211724,-5287.595480211724,False,-5290.1542576588945,2812.827480859813,-5290.1542576588945,False,-5273.238563650595,-5273.238563650595,False,-1.0010031310386436,-1.003207837802921,-0.00220470676427742,0.21392202400587132,213.92202400587132,2810.158418985252,7.633529260843253
179,0,2.726363166992087,1785874178.355839,0.019673250033520162,-5281.557114304357,2806.827483148631,-5281.557114304357,False,-5293.873644335947,-5293.873644335947,False,-5288.02469730535,2812.827480859813,-5288.02469730535,False,-5282.495523534501,-5282.495523534501,False,-0.9976734370974707,-1.001046697294151,-0.003373260196680272,0.34471997399548443,344.71997399548445,2810.2892169352413,12.300884027814888
180,0,2.7414395005325787,1785874178.3662121,0.01028266700450331,-5280.176006756227,2806.827483148631,-5280.176006756227,False,-5293.873644335947,-5293.873644335947,False,-5288.02469730535,2812.827480859813,-5288.02469730535,False,-5282.495523534501,-5282.495523534501,False,-0.9974125492031011,-1.001046697294151,-0.0036341480910498936,0.373921549905014,373.921549905014,2810.318418511151,13.342904292927988
181,0,2.756584499962628,1785874178.3861508,0.019855499966070056,-5290.347713793255,2806.827483148631,-5290.347713793255,False,-5287.457461285252,-5287.457461285252,False,-5280.825099569296,2812.827480859813,-5280.825099569296,False,-5285.777380061689,-5285.777380061689,False,-1.0005466242573422,-0.9990630932526456,0.0014835310046965589,-0.19890799803607426,-198.90799803607425,2809.7455889632097,-7.097773267059458
182,0,2.771783875010442,1785874178.3966022,0.01035800005774945,-5287.813341289131,2806.827483148631,-5287.813341289131,False,-5287.457461285252,-5287.457461285252,False,-5280.825099569296,2812.827480859813,-5280.825099569296,False,-5285.777380061689,-5285.777380061689,False,-1.0000673064523895,-0.9990630932526456,0.0010042131997438641,-0.1452572324459901,-145.2572324459901,2809.7992397288,-5.1833154598198
183,0,2.786853500525467,1785874178.4163,0.019624833017587662,-5288.713611192691,2806.827483148631,-5288.713611192691,False,-5278.4722946852535,-5278.4722946852535,False,-5290.1877617140935,2812.827480859813,-5290.1877617140935,False,-5280.266012483871,-5280.266012483871,False,-1.0019402046531056,-1.001879024504971,6.118014813472072e-05,-0.03970211917291397,-39.70211917291397,2809.904794842073,-1.4167184974633873
184,0,2.8028633124777116,1785874178.428618,0.012239124975167215,-5288.859585696042,2806.827483148631,-5288.859585696042,False,-5278.4722946852535,-5278.4722946852535,False,-5290.1877617140935,2812.827480859813,-5290.1877617140935,False,-5280.266012483871,-5280.266012483871,False,-1.0019678593409018,-1.001879024504971,8.883483593091768e-05,-0.042797550131434596,-42.7975501314346,2809.9016994111144,-1.5271749261859333
185,0,2.819161395949777,1785874178.44893,0.020204041968099773,-5282.207215767365,2806.827483148631,-5282.207215767365,False,-5294.584396358229,-5294.584396358229,False,-5283.649167232564,2812.827480859813,-5283.649167232564,False,-5281.7241076637465,-5281.7241076637465,False,-0.9976622942115385,-1.0003644756010681,-0.002702181389529601,0.2696051099055362,269.6051099055362,2810.2141020711515,9.620507775675714
186,0,2.8354217294836417,1785874178.461051,0.011976541019976139,-5280.850547049732,2806.827483148631,-5280.850547049732,False,-5294.584396358229,-5294.584396358229,False,-5283.649167232564,2812.827480859813,-5283.649167232564,False,-5281.7241076637465,-5281.7241076637465,False,-0.997406057155696,-1.0003644756010681,-0.0029584184453721463,0.29828611043681935,298.28611043681934,2810.242783071683,10.643951985327552
187,0,2.8512099375366233,1785874178.480551,0.0194058750057593,-5289.33671565507,2806.827483148631,-5289.33671565507,False,-5286.759698787096,-5286.759698787096,False,-5279.5582737866625,2812.827480859813,-5279.5582737866625,False,-5286.565988164643,-5286.565988164643,False,-1.0004874473240322,-0.9986744297917269,0.0018130175323052278,-0.23578792253536987,-235.78792253536986,2809.7087090387104,-8.413785417334067
188,0,2.8669008754659444,1785874178.492435,0.01178208296187222,-5287.497247807614,2806.827483148631,-5287.497247807614,False,-5286.759698787096,-5286.759698787096,False,-5279.5582737866625,2812.827480859813,-5279.5582737866625,False,-5286.565988164643,-5286.565988164643,False,-1.000139508709028,-0.9986744297917269,0.001465078917300966,-0.1968426280346273,-196.8426280346273,2809.7476543332114,-7.0240732241873856
189,0,2.882679354515858,1785874178.512147,0.019602959044277668,-5289.313559231938,2806.827483148631,-5289.313559231938,False,-5288.999361454157,-5288.999361454157,False,-5279.236860640192,2812.827480859813,-5279.236860640192,False,-5287.560007362215,-5287.560007362215,False,-1.0000594059020067,-0.9984259002809549,0.0016335056210518006,-0.21569488327880373,-215.69488327880373,2809.728802077967,-7.696791438724084
190,0,2.8983467085054144,1785874178.523673,0.011383916949853301,-5288.383016541062,2806.827483148631,-5288.383016541062,False,-5288.999361454157,-5288.999361454157,False,-5279.236860640192,2812.827480859813,-5279.236860640192,False,-5287.560007362215,-5287.560007362215,False,-0.9998834666312143,-0.9984259002809549,0.0014575663502593983,-0.1960017350630701,-196.0017350630701,2809.748495226183,-6.994067051922284
191,0,2.9139643334783614,1785874178.543437,0.019686917075887322,-5290.80643090748,2806.827483148631,-5290.80643090748,False,-5282.070325093589,-5282.070325093589,False,-5292.756610378064,2812.827480859813,-5292.756610378064,False,-5281.692486023088,-5281.692486023088,False,-1.0016539169825869,-1.002094806614405,-0.0004408896318182087,0.01649530933024416,16.49530933024416,2809.9609922705763,0.5886136643678334
192,0,2.9291803959640674,1785874178.554118,0.010601542075164616,-5291.444723591378,2806.827483148631,-5291.444723591378,False,-5282.070325093589,-5282.070325093589,False,-5292.756610378064,2812.827480859813,-5292.756610378064,False,-5281.692486023088,-5281.692486023088,False,-1.0017747583657213,-1.002094806614405,-0.000320048248683813,0.0029693508677479385,2.9693508677479388,2809.9474663121136,0.10595742462703178
193,0,2.9444782710052095,1785874178.574058,0.01981129206251353,-5282.591989804529,2806.827483148631,-5282.591989804529,False,-5289.90468723214,-5289.90468723214,False,-5282.599038393813,2812.827480859813,-5282.599038393813,False,-5282.533125977586,-5282.533125977586,False,-0.9986176126300987,-1.0000124774260106,-0.0013948647959118876,0.12327518977429171,123.2751897742917,2810.06777215102,4.398914850638442
194,0,2.9603477714699693,1785874178.585761,0.011556374956853688,-5282.235800826853,2806.827483148631,-5282.235800826853,False,-5289.90468723214,-5289.90468723214,False,-5282.599038393813,2812.827480859813,-5282.599038393813,False,-5282.533125977586,-5282.533125977586,False,-0.9985502789069534,-1.0000124774260106,-0.0014621985190572673,0.13081195506749194,130.81195506749194,2810.0753089163136,4.6678545199647425
195,0,2.9762625419534743,1785874178.605978,0.020104415947571397,-5288.451498423236,2806.827483148631,-5288.451498423236,False,-5280.554237857995,-5280.554237857995,False,-5291.694286709076,2812.827480859813,-5291.694286709076,False,-5279.92591007733,-5279.92591007733,False,-1.0014955363034856,-1.0022288904867556,-0.0007333541832699186,0.04923130814191648,49.23130814191648,2809.9937282693877,1.7567552148842591
