batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.007220853585749865,1787085011.014612,0.013900374993681908,1594.2268500434025,2794.0453181809107,1594.2268500434025,False,1595.7139268663193,2800.045315892092,1595.7139268663193,False,0.9303698501357376,0.9312376886374162,0.0008678385016785972,0.05604346787107738,56.04346787107738,2797.0522340442762,1.999838276872587
1,0,0.02050547895487398,1787085011.027207,0.012548541883006692,1593.326323784722,2794.0453181809107,1593.326323784722,False,1598.440125868056,2800.045315892092,1598.440125868056,False,0.9298443148392338,0.9328286625672662,0.002984347728032355,-0.007167520396646297,-7.167520396646297,2796.9890230560086,-0.2557636453270874
2,0,0.03345041652210057,1787085011.0405178,0.013289417140185833,1592.1063313802083,2794.0453181809107,1592.1063313802083,False,1596.7886528862846,2800.045315892092,1596.7886528862846,False,0.9291323432960853,0.9318648846265597,0.002732541330474403,0.00035284901331586243,0.35284901331586244,2796.9965434254186,0.012590958225658807
3,0,0.046633249963633716,1787085011.053579,0.013034750008955598,1595.7369249131946,2794.0453181809107,1595.7369249131946,False,1600.0761528862847,2800.045315892092,1600.0761528862847,False,0.9312511099955022,0.9337834264465259,0.0025323164510236973,0.00633270128528962,6.33270128528962,2797.0025232776907,0.22597421086531613
4,0,0.05956706253346056,1787085011.066388,0.012775874929502606,1596.290473090278,2794.0453181809107,1596.290473090278,False,1598.2586941189234,2800.045315892092,1598.2586941189234,False,0.9315741534410081,0.9327227813815079,0.0011486279404997468,0.04765750021167735,47.657500211677345,2797.043848076617,1.7005959253381868
5,0,0.07220052054617554,1787085011.078835,0.012416375102475286,1593.4380452473956,2794.0453181809107,1593.4380452473956,False,1596.2236518012153,2800.045315892092,1596.2236518012153,False,0.9299095140174322,0.9315351574143828,0.0016256433969505935,0.033411109009696564,33.41110900969657,2797.029601685415,1.192231980077668
6,0,0.08479666605126113,1787085011.0915892,0.012723250081762671,1597.9324191623264,2794.0453181809107,1597.9324191623264,False,1606.1079644097222,2800.045315892092,1606.1079644097222,False,0.9325323716023325,0.9373035124261058,0.004771140823773279,-0.06053131206142753,-60.53131206142753,2796.935659264344,-2.159981161198527
7,0,0.09753404138609767,1787085011.1043122,0.012687582988291979,1595.2514377170141,2794.0453181809107,1595.2514377170141,False,1603.3507921006944,2800.045315892092,1603.3507921006944,False,0.9309677860444968,0.935694462880943,0.004726676836446231,-0.05920336482346142,-59.20336482346142,2796.9369872115817,-2.1125950907601134
8,0,0.11068893747869879,1787085011.117876,0.01351137482561171,1594.744308810764,2794.0453181809107,1594.744308810764,False,1597.7271891276043,2800.045315892092,1597.7271891276043,False,0.9306718322757502,0.9324126020496853,0.0017407697739351136,0.029972781420919168,29.97278142091917,2797.026163357826,1.0695397309777037
9,0,0.12404593697283417,1787085011.13104,0.013131708139553666,1593.191357421875,2794.0453181809107,1593.191357421875,False,1599.0830864800348,2800.045315892092,1599.0830864800348,False,0.929765550242607,0.9332038859353795,0.0034383356927725206,-0.020726179889152513,-20.72617988915251,2796.975464396516,-0.7395867788021878
10,0,0.13723856245633215,1787085011.144264,0.01318887504749,1590.0167100694448,2794.0453181809107,1590.0167100694448,False,1595.4806776258679,2800.045315892092,1595.4806776258679,False,0.9279128677454869,0.9311015674443268,0.0031886996988399474,-0.013270631060358527,-13.270631060358527,2796.9829199453447,-0.47354521340131767
11,0,0.1502266664756462,1787085011.1570182,0.012717582983896136,1594.167333984375,2794.0453181809107,1594.167333984375,False,1603.0242187499998,2800.045315892092,1603.0242187499998,False,0.9303351173454095,0.9355038789628917,0.005168761617482143,-0.07240652763487149,-72.40652763487148,2796.9237840487704,-2.583732787427615
12,0,0.16304562450386584,1787085011.169896,0.012842583004385233,1592.7693196614587,2794.0453181809107,1592.7693196614587,False,1600.105211046007,2800.045315892092,1600.105211046007,False,0.9295192545489298,0.9338003844068723,0.0042811298579424895,-0.04589680112875044,-45.89680112875044,2796.9502937752764,-1.6377676680256366
13,0,0.17603366600815207,1787085011.183001,0.01306800008751452,1593.5951605902778,2794.0453181809107,1593.5951605902778,False,1594.6907904730901,2800.045315892092,1594.6907904730901,False,0.9300012044678893,0.9306405996768262,0.0006393952089369659,0.06286608225779014,62.86608225779014,2797.059056658663,2.2432943997213153
