point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2794.157935146941,0.959839635017283,-0.015140814067715534
2,1,f_plus,2800.157932858123,0.9598396350172853,0.011869540510135244
