point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2806.913354404411,-1.0142612944030882,-0.005031522354350789
2,1,f_plus,2813.913351734123,-1.0142612944030884,0.004495935981439997
