batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.01063722895924002,1787080914.8581572,0.02055329200811684,1806.1747788840194,2794.1505124847386,1806.1747788840194,False,1820.1787731305049,2800.1505101959197,1820.1787731305049,False,0.94199086764007,0.9492944989635149,0.007303631323444915,-0.06906541316362104,-69.06541316362105,2797.109229520648,-2.464509462019021
1,0,0.03145760449115187,1787080914.879169,0.02093512495048344,1806.395101573086,2794.1505124847386,1806.395101573086,False,1818.5367368785987,2800.1505101959197,1818.5367368785987,False,0.942105774549114,0.9484381127645086,0.006332338215394584,-0.03252519520023105,-32.525195200231046,2797.1457697386113,-1.1606192977530347
2,0,0.052057645516470075,1787080914.899358,0.02014037501066923,1804.760361751567,2794.1505124847386,1804.760361751567,False,1818.4675835503476,2800.1505101959197,1818.4675835503476,False,0.941253193724245,0.9484020465961394,0.007148852871894373,-0.06324262052891853,-63.242620528918536,2797.115052313283,-2.25673067830854
3,0,0.07230316707864404,1787080914.919678,0.02027474995702505,1809.5868690718153,2794.1505124847386,1809.5868690718153,False,1822.8526541857213,2800.1505101959197,1822.8526541857213,False,0.9437704062727897,0.9506890326291472,0.006918626356357427,-0.05458145842558782,-54.58145842558782,2797.123713475386,-1.9476683708816664
4,0,0.09275781258475035,1787080914.940266,0.02053779107518494,1805.9288736979165,2794.1505124847386,1805.9288736979165,False,1819.8394844861537,2800.1505101959197,1819.8394844861537,False,0.9418626184571436,0.9491175466506993,0.007254928193555665,-0.06723319283084767,-67.23319283084767,2797.111061740981,-2.399129061905783
5,0,0.11312827048823237,1787080914.960403,0.020090125035494566,1803.2839507643125,2794.1505124847386,1803.2839507643125,False,1813.3283638476037,2800.1505101959197,1813.3283638476037,False,0.9404831875857823,0.9457217422959255,0.005238554710143228,0.008623133100863248,8.623133100863248,2797.1869180669128,0.3077052919234673
6,0,0.1334227710030973,1787080914.980864,0.0204217080026865,1809.770707624069,2794.1505124847386,1809.770707624069,False,1824.2608268758472,2800.1505101959197,1824.2608268758472,False,0.9438662852759558,0.9514234498237989,0.007557164547843054,-0.07860337776327206,-78.60337776327206,2797.0996915560486,-2.804859326408509
7,0,0.15370116697158664,1787080915.000957,0.020056999986991286,1810.124193475822,2794.1505124847386,1810.124193475822,False,1818.893043910908,2800.1505101959197,1818.893043910908,False,0.9440506419883207,0.9486239408329964,0.004573298844675722,0.03365017604405967,33.65017604405967,2797.2119451098556,1.2007627763366995
8,0,0.17373608297202736,1787080915.0209332,0.019936499884352088,1817.3364317358994,2794.1505124847386,1817.3364317358994,False,1825.300926808096,2800.1505101959197,1825.300926808096,False,0.9478121066348566,0.9519659026633944,0.004153796028537826,0.04943194594532444,49.43194594532444,2797.227726879757,1.7639147140067242
9,0,0.1938180000288412,1787080915.041124,0.020150915952399373,1812.8416910145659,2794.1505124847386,1812.8416910145659,False,1825.7748064077318,2800.1505101959197,1825.7748064077318,False,0.9454679233579081,0.9522130494292759,0.006745126071367791,-0.04805434711625578,-48.054347116255784,2797.1302405866954,-1.7147568911024758
