batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.005289229564368725,1785873992.447447,0.009300875011831522,-5708.237455996152,2806.9098795429386,-5708.237455996152,False,-5702.758751931917,2813.9098768726503,-5702.758751931917,False,-1.1024942509823283,-1.1014360890224912,0.0010581619598371006,-0.09039513647076092,-90.39513647076092,2810.429183682018,-3.225632902896122
1,0,0.10797097953036427,1785873992.550903,0.010848040925338864,-5710.122504455202,2806.9098795429386,-5710.122504455202,False,-5709.937131473998,2813.9098768726503,-5709.937131473998,False,-1.1028583309816182,-1.1028225278729284,3.5803108689780316e-05,0.006468647969343344,6.468647969343344,2810.5260474664583,0.23082529151239453
2,0,0.11875135451555252,1785873992.5615559,0.01059820898808539,-5707.152049659066,2806.9098795429386,-5707.152049659066,False,-5705.398982180519,2813.9098768726503,-5705.398982180519,False,-1.102284614600548,-1.1019460255296518,0.0003385890708962336,-0.022218925030823487,-22.21892503082349,2810.497359893458,-0.7928534481452857
3,0,0.1292579589644447,1785873992.571897,0.010274000000208616,-5711.6468349787565,2806.9098795429386,-5711.6468349787565,False,-5703.697583758479,2813.9098768726503,-5703.697583758479,False,-1.1031527415859022,-1.1016174158680199,0.0015353257178822854,-0.13560420112555369,-135.6042011255537,2810.383974617363,-4.838859589121956
4,0,0.13937877101125196,1785873992.5818188,0.009885541978292167,-5709.145304727897,2806.9098795429386,-5709.145304727897,False,-5707.557594708775,2813.9098768726503,-5707.557594708775,False,-1.1026695937243265,-1.102362941945769,0.0003066517785574874,-0.01919301392609816,-19.193013926098157,2810.5003858045625,-0.6848777450077846
5,0,0.14936616702470928,1785873992.591873,0.010018249973654747,-5707.3097485551325,2806.9098795429386,-5707.3097485551325,False,-5707.557594708775,2813.9098768726503,-5707.557594708775,False,-1.1023150727108912,-1.102362941945769,-4.786923487776207e-05,0.014396216495628718,14.39621649562872,2810.5339750349845,0.5137102660444162
6,0,0.1593384169973433,1785873992.601761,0.009855000069364905,-5707.248394997416,2806.9098795429386,-5707.248394997416,False,-5705.434584599684,2813.9098768726503,-5705.434584599684,False,-1.1023032228281242,-1.1019529018137504,0.00035032101437382224,-0.023330472549389334,-23.330472549389334,2810.4962483459394,-0.8325175759844895
7,0,0.1689738545101136,1785873992.6111438,0.009351375047117472,-5704.27855549103,2806.9098795429386,-5704.27855549103,False,-5705.434584599684,2813.9098768726503,-5705.434584599684,False,-1.1017296252846844,-1.1019529018137504,-0.0002232765290659522,0.03101524836922129,31.01524836922129,2810.550594066858,1.1067388084934802
8,0,0.17864531301893294,1785873992.62111,0.009933958062902093,-5706.078168376766,2806.9098795429386,-5706.078168376766,False,-5704.544522791635,2813.9098768726503,-5704.544522791635,False,-1.1020772041784872,-1.1017809944546124,0.00029620972387478517,-0.01820367741987829,-18.20367741987829,2810.501375141069,-0.6495745582314548
9,0,0.1883051465265453,1785873992.630462,0.009313625050708652,-5702.622210763984,2806.9098795429386,-5702.622210763984,False,-5704.544522791635,2813.9098768726503,-5704.544522791635,False,-1.1014097173352886,-1.1017809944546124,-0.0003712771193238318,0.04503762148768091,45.03762148768091,2810.5646164399764,1.6071089597374004
