packet,rep_index,reps_averaged,time_s,timestamp_epoch_s,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
1,108,4,0.0264,1787084769.538964,1593.257073296441,2794.153063004681,1602.8516913519966,2800.153060715863,0.9187017328051104,0.9242341684559403,0.005532435650829948,-0.03131254711858243,-31.312547118582433,2797.147692281379,-1.1173475277827016
1,112,4,0.027360000000000002,1787084769.538964,1593.7854817708335,2794.153063004681,1611.6593899197046,2800.153060715863,0.9190064229829791,0.9293128516589195,0.010306428675940449,-0.17032212137413721,-170.32212137413723,2797.008682707123,-6.077723428994334
1,116,4,0.02832,1787084769.538964,1594.9078979492188,2794.153063004681,1606.8048706054688,2800.153060715863,0.919653629077522,0.9265136453157166,0.006860016238194544,-0.06996916250716907,-69.96916250716907,2797.10903566599,-2.4967585821855933
1,120,4,0.02928,1787084769.538964,1594.9997965494792,2794.153063004681,1606.6880628797744,2800.153060715863,0.91970661952377,0.926446291803343,0.006739672279573061,-0.0664649758935296,-66.4649758935296,2797.1125398526037,-2.371716239420839
1,124,4,0.03024,1787084769.538964,1600.281521267361,2794.153063004681,1614.5829806857641,2800.153060715863,0.9227521604674409,0.9309986486014272,0.008246488133986318,-0.1103405805083182,-110.3405805083182,2797.068664247989,-3.937360138035905
1,128,4,0.031200000000000002,1787084769.538964,1600.155768500434,2794.153063004681,1605.490281846788,2800.153060715863,0.9226796490775232,0.925755628928551,0.0030759798510278102,0.040214762014882346,40.214762014882346,2797.2192195905122,1.4350114906823561
1,132,4,0.03216,1787084769.538964,1599.812540690104,2794.153063004681,1609.5059543185762,2800.153060715863,0.9224817375230214,0.9280711405431185,0.005589403020097028,-0.03297132829120312,-32.97132829120312,2797.146033500206,-1.1765389769912618
1,136,4,0.033120000000000004,1787084769.538964,1607.474107530382,2794.153063004681,1605.3002387152778,2800.153060715863,0.926899539803731,0.925646046515799,-0.001253493287932006,0.1662807647576773,166.2807647576773,2797.345285593255,5.933512873168616
1,140,4,0.03408,1787084769.538964,1607.5502183702256,2794.153063004681,1614.01123046875,2800.153060715863,0.9269434267329788,0.9306689667667087,0.003725540033729935,0.0213008080195908,21.3008080195908,2797.200305636517,0.7600916364398658
1,144,4,0.03504,1787084769.538964,1599.2105645073784,2794.153063004681,1603.251708984375,2800.153060715863,0.9221346268329472,0.9244648260806124,0.002330199247665199,0.06193047119505815,61.93047119505815,2797.2409352996924,2.209908335535903
1,148,4,0.036000000000000004,1787084769.538964,1600.3979899088542,2794.153063004681,1617.372043185764,2800.153060715863,0.9228193184575422,0.9326068740376088,0.00978755558006661,-0.15521352616448783,-155.21352616448783,2797.023791302333,-5.538592854856117
1,152,4,0.03696,1787084769.538964,1608.690416124132,2794.153063004681,1603.3900960286458,2800.153060715863,0.9276008860154832,0.9245446226303973,-0.003056263385085911,0.21877399262120334,218.77399262120335,2797.3977788211187,7.806665451798578
1,156,4,0.03792,1787084769.538964,1594.8182508680557,2794.153063004681,1606.41950141059,2800.153060715863,0.9196019368991625,0.926291434253209,0.0066894973540465585,-0.06500397773139217,-65.00397773139217,2797.114000850766,-2.3195824197613537
1,160,4,0.03888,1787084769.538964,1592.1685926649307,2794.153063004681,1603.4668986002603,2800.153060715863,0.9180740945795827,0.9245889084250808,0.006514813845498124,-0.059917527033818654,-59.91752703381866,2797.1190873014634,-2.1380790406015793
1,164,4,0.03984,1787084769.538964,1591.4660305447048,2794.153063004681,1606.9324137369792,2800.153060715863,0.9176689841626433,0.9265871890632322,0.008918204900588922,-0.12989969198054002,-129.89969198054,2797.049105136517,-4.635301597935342
1,168,4,0.0408,1787084769.538964,1594.7916327582466,2794.153063004681,1607.3088514539932,2800.153060715863,0.9195865884007842,0.9268042500690863,0.007217661668302067,-0.08038311550462673,-80.38311550462673,2797.098621712993,-2.8683669534908196
1,172,4,0.04176,1787084769.538964,1591.3612806532117,2794.153063004681,1601.9134928385417,2800.153060715863,0.9176085834222738,0.9236931857015108,0.006084602279237017,-0.047390586514380495,-47.390586514380495,2797.1316142419832,-1.6910714571217704
1,176,4,0.04272,1787084769.538964,1596.3468288845486,2794.153063004681,1605.9422336154514,2800.153060715863,0.9204833434819523,0.926016232744454,0.005532889262501728,-0.03132575542555729,-31.325755425557286,2797.1476790730717,-1.1178188490421528
1,180,4,0.043680000000000004,1787084769.538964,1597.804640028212,2794.153063004681,1600.4108072916665,2800.153060715863,0.9213239445665061,0.9228267091994362,0.001502764632930087,0.08602378949561737,86.02378949561736,2797.2650286179933,3.0696470702118672
1,184,4,0.04464,1787084769.538964,1597.7851698133682,2794.153063004681,1607.2798258463542,2800.153060715863,0.9213127176776287,0.9267875133625745,0.005474795684945799,-0.029634181214921573,-29.634181214921572,2797.1493706472825,-1.0574572229132733
1,188,4,0.0456,1787084769.538964,1589.7652791341145,2794.153063004681,1601.7650960286458,2800.153060715863,0.9166882991908532,0.9236076173342466,0.006919318143393416,-0.07169592091483298,-71.69592091483298,2797.1073089075826,-2.5583757106349196
1,192,4,0.046560000000000004,1787084769.538964,1595.4163547092014,2794.153063004681,1604.146484375,2800.153060715863,0.9199468147248865,0.9249807702528469,0.0050339555279603765,-0.016797756399265902,-16.797756399265904,2797.162207072098,-0.5994060947497111
1,196,4,0.04752,1787084769.538964,1593.7435506184897,2794.153063004681,1600.0479125976562,2800.153060715863,0.9189822446987823,0.9226174573531393,0.0036352126543569563,0.023930969078522612,23.93096907852261,2797.202935797576,0.8539455137925568
1,200,4,0.04848,1787084769.538964,1593.79488796658,2794.153063004681,1603.5344102647568,2800.153060715863,0.9190118467708137,0.9246278369095025,0.005615990138688742,-0.03374549449058306,-33.74549449058306,2797.145259334007,-1.2041640911569749
1,204,4,0.04944,1787084769.538964,1595.8995429144966,2794.153063004681,1603.607618543837,2800.153060715863,0.9202254300525168,0.9246700501680994,0.004444620115582665,0.0003625671155451171,0.3625671155451171,2797.179367395613,0.012937736067125217
1,208,4,0.0504,1787084769.538964,1598.4624498155383,2794.153063004681,1598.9392632378472,2800.153060715863,0.9217032499539428,0.921978189462853,0.00027493950891022134,0.12177571599666723,121.77571599666723,2797.300780544494,4.345408078670683
1,212,4,0.05136,1787084769.538964,1593.8028767903645,2794.153063004681,1596.164279513889,2800.153060715863,0.9190164532755497,0.9203780821114186,0.0013616288358688777,0.09013339480054824,90.13339480054825,2797.269138223298,3.216292991740945
1,216,4,0.05232,1787084769.538964,1588.0415513780383,2794.153063004681,1596.8828260633682,2800.153060715863,0.9156943656298899,0.9207924094482758,0.005098043818385856,-0.01866388521846458,-18.663885218464582,2797.160340943279,-0.6659964751093556
1,220,4,0.05328,1787084769.538964,1594.530531141493,2794.153063004681,1603.9585503472222,2800.153060715863,0.9194360323406416,0.9248724039886286,0.005436371647986937,-0.028515346522299156,-28.515346522299154,2797.150489481975,-1.0175330617434755
1,224,4,0.054240000000000003,1787084769.538964,1595.0631646050347,2794.153063004681,1601.253200954861,2800.153060715863,0.9197431587260236,0.9233124490910406,0.003569290365016964,0.025850500449201928,25.850500449201927,2797.2048553289465,0.9224414947617017
1,228,4,0.0552,1787084769.538964,1586.6846720377603,2794.153063004681,1597.7198893229165,2800.153060715863,0.9149119637049188,0.9212750757297589,0.0063631120248400785,-0.0555002592681249,-55.5002592681249,2797.123504569229,-1.9804545842179881
1,232,4,0.05616,1787084769.538964,1593.1691216362847,2794.153063004681,1601.577385796441,2800.153060715863,0.9186510182381125,0.923499380114728,0.004848361876615526,-0.01139362314597435,-11.393623145974349,2797.1676112053515,-0.40656662667621857
1,236,4,0.057120000000000004,1787084769.538964,1589.4144287109375,2794.153063004681,1594.6804402669272,2800.153060715863,0.9164859922956694,0.9195224727372405,0.003036480441571121,0.04136490950421453,41.36490950421453,2797.220369738002,1.4760530082862735
1,240,4,0.05808,1787084769.538964,1589.719000922309,2794.153063004681,1599.176276312934,2800.153060715863,0.9166616143111251,0.9221148556207689,0.005453241309643753,-0.029006558904138544,-29.006558904138544,2797.149998269593,-1.0350613368590689
1,244,4,0.05904,1787084769.538964,1591.2385864257812,2794.153063004681,1594.2801920572917,2800.153060715863,0.9175378356432526,0.9192916821574232,0.0017538465141705428,0.07871276385504018,78.71276385504018,2797.2577175923525,2.808762626856986
1,248,4,0.060000000000000005,1787084769.538964,1593.0573323567708,2794.153063004681,1599.696770562066,2800.153060715863,0.9185865584553694,0.9224149823088013,0.0038284238534318504,0.01830502735981124,18.30502735981124,2797.1973098558574,0.6531910990512148
1,252,4,0.06096,1787084769.538964,1597.3728502061633,2794.153063004681,1603.4625922309028,2800.153060715863,0.9210749665049163,0.9245864252922222,0.0035114587873059655,0.02753444572391184,27.53444572391184,2797.2065392742215,0.9825308922320811
1,256,4,0.06192,1787084769.538964,1595.4181993272568,2794.153063004681,1604.6346571180554,2800.153060715863,0.919947878366048,0.9252622597578802,0.005314381391832268,-0.02496322286351058,-24.96322286351058,2797.154041605634,-0.8907801478557872
1,260,4,0.06288,1787084769.538964,1599.1385498046877,2794.153063004681,1606.1906399197046,2800.153060715863,0.9220931018127492,0.9261594684507201,0.004066366637970886,0.011376587162689886,11.376587162689887,2797.1903814156603,0.4059587197648404
1,264,4,0.06384000000000001,1787084769.538964,1595.6014743381074,2794.153063004681,1598.0194702148438,2800.153060715863,0.9200535581542443,0.9214478196573658,0.0013942615031214967,0.08918319375129037,89.18319375129037,2797.2681880222485,3.1823863028579207
1,268,4,0.0648,1787084769.538964,1595.4007297092012,2794.153063004681,1602.9386121961807,2800.153060715863,0.9199378050585773,0.9242842886352304,0.004346483576653126,0.0032201160109361134,3.2201160109361133,2797.1822249445086,0.11490565268827124
1,272,4,0.06576,1787084769.538964,1599.548780653212,2794.153063004681,1602.8121948242188,2800.153060715863,0.9223296485682639,0.9242113940216587,0.001881745453394812,0.07498859061142904,74.98859061142905,2797.253993419109,2.6758703472533916
1,276,4,0.06672,1787084769.538964,1602.341573079427,2794.153063004681,1604.2361246744792,2800.153060715863,0.9239400247494413,0.925032458520761,0.001092433771319734,0.09797184180242816,97.97184180242816,2797.2769766703,3.495997780560525
1,280,4,0.06768,1787084769.538964,1598.2000325520833,2794.153063004681,1603.498318142361,2800.153060715863,0.9215519352673835,0.9246070255188353,0.0030550902514517864,0.04082302732406027,40.82302732406027,2797.2198278558217,1.4567166473044628
1,284,4,0.06864,1787084769.538964,1598.4698350694443,2794.153063004681,1610.0550740559897,2800.153060715863,0.921707508429034,0.9283877732213814,0.006680264792347401,-0.06473514313856026,-64.73514313856026,2797.114269685359,-2.309989406885536
1,288,4,0.0696,1787084769.538964,1599.1063842773435,2794.153063004681,1607.2318657769097,2800.153060715863,0.9220745545699953,0.9267598586923755,0.004685304122380218,-0.006645692247019525,-6.645692247019525,2797.1723591362506,-0.23714288634811323
1,292,4,0.07056,1787084769.538964,1599.274169921875,2794.153063004681,1605.5170220269097,2800.153060715863,0.9221713029007916,0.9257710478149473,0.0035997449141557114,0.024963722046373368,24.963722046373366,2797.203968550544,0.8907979605471513
1,296,4,0.07152,1787084769.538964,1596.1396077473958,2794.153063004681,1608.1148749457466,2800.153060715863,0.9203638559108835,0.92726901824176,0.006905162330876458,-0.07128373064541417,-71.28373064541417,2797.107721097852,-2.5436672368474937
1,300,4,0.07248,1787084769.538964,1594.2344767252605,2794.153063004681,1608.1340467664932,2800.153060715863,0.9192653218446671,0.9272800730710379,0.008014751226370742,-0.10359284361438036,-103.59284361438036,2797.075411984883,-3.696575921152596
1,304,4,0.07344,1787084769.538964,1600.9537760416667,2794.153063004681,1613.4706420898438,2800.153060715863,0.923139795103679,0.9303572534288178,0.007217458325138759,-0.08037719453942832,-80.37719453942832,2797.098627633958,-2.8681556715468286
1,308,4,0.07440000000000001,1787084769.538964,1595.0451321072048,2794.153063004681,1604.9512396918403,2800.153060715863,0.919732760851581,0.9254448071722221,0.005712046320641151,-0.03654246735744421,-36.54246735744421,2797.14246236114,-1.3039704309678921
1,312,4,0.07536,1787084769.538964,1593.6953938802085,2794.153063004681,1605.144768608941,2800.153060715863,0.9189544766256654,0.9255563995539339,0.006601922928268444,-0.06245397743204977,-62.45397743204977,2797.1165508510653,-2.2285889748804513
1,316,4,0.07632,1787084769.538964,1595.9693060980903,2794.153063004681,1611.1373358832466,2800.153060715863,0.9202656568048267,0.9290118255684345,0.008746168763607787,-0.12489032769522787,-124.89032769522787,2797.0541145008024,-4.456548947160572
1,320,4,0.07728,1787084769.538964,1594.4187622070315,2794.153063004681,1605.7235175238716,2800.153060715863,0.9193715842892352,0.9258901169683532,0.006518532679118061,-0.06002581237808195,-60.02581237808195,2797.1189790161193,-2.141943062306664
1,324,4,0.07824,1787084769.538964,1601.6142239040798,2794.153063004681,1613.3209296332466,2800.153060715863,0.9235206216543944,0.930270926435137,0.0067503047807425665,-0.06677457405445494,-66.77457405445494,2797.112230254443,-2.382763847218632
1,328,4,0.0792,1787084769.538964,1602.595431857639,2794.153063004681,1609.421074761285,2800.153060715863,0.9240864044538467,0.928022197407908,0.0039357929540613235,0.015178643871565697,15.178643871565697,2797.194183472369,0.5416301695534433
1,332,4,0.08016,1787084769.538964,1598.939202202691,2794.153063004681,1610.146714952257,2800.153060715863,0.921978154268844,0.9284406150707023,0.006462460801858305,-0.05839310622526809,-58.39310622526809,2797.1206117222723,-2.083682066274197
1,336,4,0.08112,1787084769.538964,1594.1492648654512,2794.153063004681,1597.7155151367185,2800.153060715863,0.9192161870976295,0.9212725534924456,0.0020563663948161004,0.06990396174930044,69.90396174930044,2797.248908790247,2.4944319779225106
1,340,4,0.08208,1787084769.538964,1588.8616333007812,2794.153063004681,1596.5765313042534,2800.153060715863,0.9161672401559745,0.9206157941796765,0.004448554023702034,0.00024801921194375035,0.24801921194375035,2797.1792528477094,0.008850243075355065
1,344,4,0.08304,1787084769.538964,1597.0028076171875,2794.153063004681,1608.2346530490452,2800.153060715863,0.9208615930491183,0.9273380845292393,0.006476491480120972,-0.05880165282379706,-58.80165282379706,2797.120203175674,-2.0982605204038345
1,348,4,0.084,1787084769.538964,1594.818311903212,2794.153063004681,1602.4621107313367,2800.153060715863,0.9196019720931715,0.9240095290068104,0.0044075569136389214,0.0014417768872494149,1.4417768872494148,2797.1804466053845,0.05144793345880013
1,352,4,0.08496000000000001,1787084769.538964,1594.0126410590276,2794.153063004681,1606.5021294487847,2800.153060715863,0.9191374072636608,0.9263390791205315,0.007201671856870706,-0.07991752268373052,-79.91752268373052,2797.0990873058136,-2.8517528790940094
1,356,4,0.08592,1787084769.538964,1600.4120619032117,2794.153063004681,1610.4705335828994,2800.153060715863,0.9228274326318439,0.9286273349303357,0.00579990229849181,-0.03910066591630007,-39.10066591630007,2797.139904162581,-1.3952564200792203
1,360,4,0.08688,1787084769.538964,1590.9959852430554,2794.153063004681,1608.0228542751736,2800.153060715863,0.9173979472782886,0.9272159574074941,0.009818010129205468,-0.15610030456731963,-156.10030456731963,2797.0229045239303,-5.570236389070783
1,364,4,0.08784,1787084769.538964,1594.5399780273438,2794.153063004681,1604.4089965820312,2800.153060715863,0.919441479591149,0.9251321396856422,0.005690660094493261,-0.03591974122941799,-35.91974122941799,2797.143085087268,-1.2817492588287893
1,368,4,0.0888,1787084769.538964,1590.7986992730036,2794.153063004681,1601.1177842881946,2800.153060715863,0.9172841885097995,0.9232343653163615,0.005950176806561958,-0.043476373060910026,-43.47637306091003,2797.1355284554365,-1.551397839741294
1,372,4,0.08976,1787084769.538964,1591.5964152018228,2794.153063004681,1602.7450968424478,2800.153060715863,0.917744166386801,0.9241727040744093,0.0064285376876083156,-0.057405329819959154,-57.40532981995916,2797.1215994986774,-2.0484345496702523
1,376,4,0.09072000000000001,1787084769.538964,1589.7791069878472,2794.153063004681,1601.6497124565972,2800.153060715863,0.916696272589119,0.9235410850154169,0.006844812426297864,-0.06952645649404704,-69.52645649404704,2797.109478372003,-2.480961193764168
1,380,4,0.09168,1787084769.538964,1600.5753309461804,2794.153063004681,1608.4495917426216,2800.153060715863,0.9229215766059726,0.9274620221872262,0.004540445581253549,-0.002427687733107834,-2.427687733107834,2797.1765771407645,-0.08662887999956587
1,384,4,0.09264,1787084769.538964,1601.2308078342012,2794.153063004681,1604.2804226345486,2800.153060715863,0.9232995368001756,0.9250580015504186,0.001758464750242994,0.07857828962626222,78.57828962626222,2797.257583118124,2.803964088861769
1,388,4,0.0936,1787084769.538964,1601.6021253797744,2794.153063004681,1611.0279473198784,2800.153060715863,0.9235136454197176,0.9289487500833796,0.005435104663662038,-0.028478454354533868,-28.478454354533866,2797.150526374143,-1.016216612708174
1,392,4,0.09456,1787084769.538964,1597.0045776367188,2794.153063004681,1598.6569485134548,2800.153060715863,0.9208626136753799,0.9218154015293534,0.000952787853973458,0.10203806465083354,102.03806465083353,2797.2810428931484,3.641095655539307
1,396,4,0.09552000000000001,1787084769.538964,1597.3765530056423,2794.153063004681,1603.0018378363716,2800.153060715863,0.92107710160813,0.9243207457181297,0.003243644109999666,0.03533269848128276,35.33269848128276,2797.214337526979,1.2608014017014972
1,400,4,0.09648,1787084769.538964,1598.3128187391492,2794.153063004681,1604.6779649522568,2800.153060715863,0.9216169698856072,0.9252872318625027,0.0036702619768955724,0.022910399635205112,22.910399635205113,2797.2019152281327,0.8175278202685239
1,404,4,0.09744,1787084769.538964,1591.4110649956597,2794.153063004681,1601.5259874131943,2800.153060715863,0.917637290002298,0.9234697428486877,0.0058324528463896685,-0.04004847580652537,-40.04847580652537,2797.138956352691,-1.4290777835614248
1,408,4,0.0984,1787084769.538964,1595.4564887152778,2794.153063004681,1601.3132934570312,2800.153060715863,0.91996995674104,0.9233470995481436,0.0033771428071036613,0.031445470965346424,31.445470965346423,2797.210450299463,1.1220907424117337
1,412,4,0.09936,1787084769.538964,1600.6943901909724,2794.153063004681,1608.1456502278645,2800.153060715863,0.9229902283862347,0.927286763843197,0.0042965354569622916,0.0046745100195925695,4.67451001959257,2797.183679338517,0.16680381171826184
1,416,4,0.10032,1787084769.538964,1602.4256388346355,2794.153063004681,1604.1509535047742,2800.153060715863,0.9239884986311984,0.9249833472363961,0.000994848605197718,0.10081333577297392,100.81333577297393,2797.2798181642706,3.597392798065013
1,420,4,0.10128000000000001,1787084769.538964,1596.854451497396,2794.153063004681,1599.6563449435764,2800.153060715863,0.920776048144527,0.9223916721434936,0.001615623998966642,0.08273753994707929,82.73753994707928,2797.2617423684446,2.952381528228636
1,424,4,0.10224,1787084769.538964,1597.563435872396,2794.153063004681,1613.6059163411458,2800.153060715863,0.9211848617533042,0.9304352550841426,0.009250393330838436,-0.1395723856813309,-139.5723856813309,2797.039432442816,-4.980459095108867
1,428,4,0.1032,1787084769.538964,1595.6494954427083,2794.153063004681,1605.388712565104,2800.153060715863,0.9200812480184523,0.9256970621870961,0.005615814168643873,-0.033740370578400895,-33.74037057840089,2797.145264457919,-1.203981251013449
1,432,4,0.10416,1787084769.538964,1595.5813734266494,2794.153063004681,1604.5626017252603,2800.153060715863,0.9200419675939405,0.9252207112750094,0.005178743681068854,-0.021013711348297614,-21.013711348297615,2797.1579911171493,-0.7498469650405942
1,436,4,0.10512,1787084769.538964,1595.5455050998262,2794.153063004681,1607.0237901475693,2800.153060715863,0.9200212852479729,0.9266398784051806,0.006618593157207697,-0.06293938271341475,-62.939382713414744,2797.116065445784,-2.2459100311666695
1,440,4,0.10608000000000001,1787084769.538964,1592.5099419487847,2794.153063004681,1601.973117404514,2800.153060715863,0.9182709229406956,0.923727566337878,0.005456643397182437,-0.029105621206459705,-29.105621206459706,2797.149899207291,-1.0385962463052991
1,444,4,0.10704,1787084769.538964,1592.3623725043403,2794.153063004681,1605.7395494249133,2800.153060715863,0.9181858316477759,0.9258993612613892,0.007713529613613268,-0.09482184459411705,-94.82184459411705,2797.0841829839032,-3.383594226167465
1,448,4,0.108,1787084769.538964,1597.6501397026911,2794.153063004681,1608.110833062066,2800.153060715863,0.9212348567983399,0.9272666876162737,0.006031830817933792,-0.04585398218127404,-45.85398218127404,2797.1331508463163,-1.6362397295630189
1,452,4,0.10896,1787084769.538964,1601.2618408203125,2794.153063004681,1611.3205159505208,2800.153060715863,0.9233174309985397,0.9291174506103946,0.005800019611854945,-0.03910408185775162,-39.104081857751616,2797.13990074664,-1.3953783135081224
1,456,4,0.10992,1787084769.538964,1596.651150173611,2794.153063004681,1603.5032348632812,2800.153060715863,0.9206588208109263,0.9246098605917842,0.003951039780857868,0.014734685346576699,14.734685346576699,2797.193739513844,0.5257880868747038
1,460,4,0.11088,1787084769.538964,1594.8503960503472,2794.153063004681,1602.284959581163,2800.153060715863,0.9196204724105796,0.9239073803508524,0.004286907940272755,0.004954844948678425,4.954844948678425,2797.183959673446,0.17680719913925294
1,464,4,0.11184000000000001,1787084769.538964,1600.3473103841145,2794.153063004681,1601.1835327148438,2800.153060715863,0.9227900956987191,0.923272277084967,0.000482181386247893,0.11574122767942364,115.74122767942364,2797.294746056177,4.130075209799587
1,468,4,0.1128,1787084769.538964,1596.5806681315105,2794.153063004681,1596.4751315646702,2800.153060715863,0.9206181795513991,0.920557325199358,-6.0854352041173065e-05,0.13155339296497445,131.55339296497445,2797.3105582214625,4.694311767234315
