point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2932.6605556744394,-1.0113370571430855,-0.004486986862707308
2,1,f_plus,2940.6605526226817,-1.0113370571430842,0.003997004216003991
