batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
743,7.661055040953215,1785872552.749225,0.010023499955423176,-5273.213373781215,2806.913354404411,-5273.213373781215,False,-5273.64665158786,2813.913351734123,-5273.64665158786,False,-1.0074143186256606,-1.0074970936312249,-8.277500556430617e-05,-0.023338253198349045,-23.338253198349044,2810.487603115658,-0.8327952183253299
744,7.67109731194796,1785872552.7592452,0.009969791979528964,-5281.297576183634,2806.913354404411,-5281.297576183634,False,-5283.908234251307,2813.913351734123,-5283.908234251307,False,-1.0089587547555086,-1.0094575045939818,-0.0004987498384732003,0.020322376766963517,20.322376766963515,2810.5312637456236,0.7251775894577333
745,7.681063166470267,1785872552.769154,0.009857333032414317,-5276.448017850048,2806.913354404411,-5276.448017850048,False,-5270.520556591374,2813.913351734123,-5270.520556591374,False,-1.0080322770733126,-1.0068998728025549,0.0011324042707576698,-0.1508832115170899,-150.88321151708988,2810.3600581573396,-5.384071207432553
746,7.69112110347487,1785872552.7793632,0.010153125040233135,-5279.032663447137,2806.913354404411,-5279.032663447137,False,-5276.210771158724,2813.913351734123,-5276.210771158724,False,-1.0085260573925439,-1.007986952581974,0.0005391048105698459,-0.08861062639761065,-88.61062639761064,2810.422330742459,-3.1619549813592154
747,7.700954603904393,1785872552.78881,0.009395792032591999,-5281.443417795031,2806.913354404411,-5281.443417795031,False,-5275.572419537244,2813.913351734123,-5275.572419537244,False,-1.0089866168800155,-1.0078649995111968,0.0011216173688186615,-0.14975102058443723,-149.75102058443724,2810.361190348272,-5.343670446204583
748,7.710326457978226,1785872552.7981231,0.009269749978557229,-5274.681313995782,2806.913354404411,-5274.681313995782,False,-5276.39039031696,2813.913351734123,-5276.39039031696,False,-1.0076947593903742,-1.0080212676948057,-0.00032650830443148315,0.002243941997569063,2.2439419975690633,2810.513185310854,0.08007215235402024
749,7.719940020411741,1785872552.808029,0.009860291029326618,-5276.370596326069,2806.913354404411,-5276.370596326069,False,-5274.984223798026,2813.913351734123,-5274.984223798026,False,-1.0080174861770796,-1.0077526284069305,0.0002648577701491739,-0.05982571537990119,-59.82571537990119,2810.451115653477,-2.134802861115515
750,7.730379436921794,1785872552.819008,0.010938292020000517,-5270.280776049149,2806.913354404411,-5270.280776049149,False,-5270.863787938993,2813.913351734123,-5270.863787938993,False,-1.0068540642349049,-1.0069654449972836,-0.00011138076237870997,-0.0203357990488574,-20.3357990488574,2810.4906055698075,-0.7256565461339352
751,7.74139399942942,1785872552.830069,0.01100341696292162,-5276.14661490968,2806.913354404411,-5276.14661490968,False,-5280.341481492802,2813.913351734123,-5280.341481492802,False,-1.00797469593326,-1.0087760988655923,-0.000801402932332218,0.05208878111029957,52.08878111029957,2810.563030149967,1.858720422148857
752,7.752268103417009,1785872552.8407161,0.010574375046417117,-5272.223142403032,2806.913354404411,-5272.223142403032,False,-5272.026773542806,2813.913351734123,-5272.026773542806,False,-1.0072251411358792,-1.007187626097609,3.751503827031932e-05,-0.03596387060805681,-35.96387060805681,2810.4749774982483,-1.283323958323466
753,7.762914749968331,1785872552.851389,0.010627749958075583,-5273.913000886389,2806.913354404411,-5273.913000886389,False,-5276.705940336828,2813.913351734123,-5276.705940336828,False,-1.0075479779930125,-1.0080815515456047,-0.0005335735525922036,0.023977466392303023,23.977466392303022,2810.534918835249,0.855604709973702
754,7.773488249396905,1785872552.861869,0.010425416985526681,-5274.757476235596,2806.913354404411,-5274.757476235596,False,-5279.290798361709,2813.913351734123,-5279.290798361709,False,-1.0077093097082712,-1.0085753724478326,-0.0008660627395613574,0.058875460720982174,58.875460720982176,2810.5698168295776,2.100894259241442
755,7.783900374430232,1785872552.8721972,0.01027808291837573,-5274.946772320201,2806.913354404411,-5274.946772320201,False,-5269.598104960724,2813.913351734123,-5269.598104960724,False,-1.0077454735371498,-1.0067236442081315,0.0010218293290182867,-0.1392772891564538,-139.2772891564538,2810.3716640797,-4.969928959336776
756,7.793853124952875,1785872552.881779,0.009542499901726842,-5277.043196197695,2806.913354404411,-5277.043196197695,False,-5276.416233150961,2813.913351734123,-5276.416233150961,False,-1.0081459821610939,-1.0080262048060433,0.00011977735505053211,-0.044598105876364064,-44.598105876364066,2810.46634326298,-1.5914254166558686
757,7.80334670789307,1785872552.8912,0.009379916009493172,-5275.983186111195,2806.913354404411,-5275.983186111195,False,-5276.458243420851,2813.913351734123,-5276.458243420851,False,-1.007943473887043,-1.0080342306044356,-9.075671739267044e-05,-0.0225004944229178,-22.5004944229178,2810.4884408744338,-0.8029008857735441
758,7.81316654139664,1785872552.901397,0.01014583301730454,-5273.074792921112,2806.913354404411,-5273.074792921112,False,-5270.970000305651,2813.913351734123,-5270.970000305651,False,-1.0073878436221173,-1.0069857362033097,0.0004021074188076401,-0.0742314093038384,-74.23140930383839,2810.4367099595524,-2.648851316865487
759,7.823264082951937,1785872552.9114099,0.009971916093491018,-5277.472419537244,2806.913354404411,-5277.472419537244,False,-5281.791751994376,2813.913351734123,-5281.791751994376,False,-1.0082279825861669,-1.0090531639425395,-0.0008251813563726618,0.054584559438830046,54.58455943883005,2810.5655259282953,1.9477790265069244
760,7.833243811968714,1785872552.921387,0.00989854196086526,-5269.869369135312,2806.913354404411,-5269.869369135312,False,-5272.296605740135,2813.913351734123,-5272.296605740135,False,-1.0067754675261424,-1.0072391758453525,-0.0004637083192100544,0.01664442636003188,16.64442636003188,2810.5275857952165,0.5939347116768441
761,7.843198978458531,1785872552.931178,0.00963662494905293,-5273.5798086621635,2806.913354404411,-5273.5798086621635,False,-5274.78283155546,2813.913351734123,-5274.78283155546,False,-1.007484323709799,-1.0077141536829928,-0.00022982997319376253,-0.007903395081254934,-7.903395081254934,2810.5030379737755,-0.2820223765791798
762,7.852792520425282,1785872552.9406831,0.009457458974793553,-5271.06404315799,2806.913354404411,-5271.06404315799,False,-5276.130873857628,2813.913351734123,-5276.130873857628,False,-1.007003702500005,-1.0079716887040617,-0.0009679862040568032,0.06957332587065812,69.57332587065812,2810.5805146947273,2.482633666523627
763,7.862728165928274,1785872552.951037,0.01029699994251132,-5273.699581257451,2806.913354404411,-5273.699581257451,False,-5276.3430678240675,2813.913351734123,-5276.3430678240675,False,-1.0075072055123961,-1.0080122270295502,-0.0005050215171540362,0.020980650827032165,20.980650827032164,2810.5319220196834,0.7486672433282959
764,7.872907270444557,1785872552.961053,0.0099647908937186,-5278.477817342666,2806.913354404411,-5278.477817342666,False,-5283.935819298836,2813.913351734123,-5283.935819298836,False,-1.0084200575266828,-1.0094627745441793,-0.001042717017496475,0.07741705615063621,77.41705615063621,2810.5883584250073,2.76252698225222
765,7.883461166464258,1785872552.972137,0.01103591697756201,-5274.879840755571,2806.913354404411,-5274.879840755571,False,-5280.909304031544,2813.913351734123,-5280.909304031544,False,-1.0077326866818122,-1.0088845777977764,-0.0011518911159642542,0.08887594629950796,88.87594629950796,2810.599817315156,3.1714225770592335
766,7.893773416464683,1785872552.981688,0.009511666954495013,-5279.967764464958,2806.913354404411,-5279.967764464958,False,-5278.727866246905,2813.913351734123,-5278.727866246905,False,-1.0087047025729947,-1.008467827800448,0.00023687477254674683,-0.05688862590480936,-56.88862590480936,2810.4540527429517,-2.029996642335475
767,7.903787291434128,1785872552.9921558,0.01042733306530863,-5277.577765381911,2806.913354404411,-5277.577765381911,False,-5285.706591374515,2813.913351734123,-5285.706591374515,False,-1.008248108248605,-1.0098010694352852,-0.0015529611866802462,0.1309721755959757,130.9721755959757,2810.6419135444526,4.673571781186687
768,7.9139772289199755,1785872553.0020711,0.009881458012387156,-5274.719456245987,2806.913354404411,-5274.719456245987,False,-5277.822379802549,2813.913351734123,-5277.822379802549,False,-1.0077020462278825,-1.0082948402983867,-0.0005927940705041657,0.030193239353439427,30.193239353439427,2810.54113460821,1.0774064856351495
769,7.923821457952727,1785872553.0118341,0.009718166082166135,-5280.982469358438,2806.913354404411,-5280.982469358438,False,-5278.8668994712225,2813.913351734123,-5278.8668994712225,False,-1.0088985555742696,-1.008494389225335,0.000404166348934476,-0.07444751417192282,-74.44751417192282,2810.4364938546846,-2.65656273807889
770,7.933731499942951,1785872553.0219,0.010032499907538295,-5280.458743161048,2806.913354404411,-5280.458743161048,False,-5283.299891493719,2813.913351734123,-5283.299891493719,False,-1.0087985009713376,-1.0093412845283054,-0.0005427835569677963,0.02494414649217756,24.94414649217756,2810.5358855153486,0.8900994323500414
771,7.9444066869909875,1785872553.033196,0.011257958016358316,-5275.057045266986,2806.913354404411,-5275.057045266986,False,-5281.529347128404,2813.913351734123,-5281.529347128404,False,-1.0077665404915237,-1.0090030331398354,-0.0012364926483117156,0.09775570513609587,97.75570513609587,2810.6086970739925,3.4882852246679943
772,7.9550901869661175,1785872553.043257,0.010012291953898966,-5281.830378702203,2806.913354404411,-5281.830378702203,False,-5289.156817556622,2813.913351734123,-5289.156817556622,False,-1.0090605433326358,-1.0104602134926135,-0.0013996701599776618,0.11488278204526005,114.88278204526004,2810.6258241509017,4.099442693593351
773,7.964889957976993,1785872553.052795,0.009489999967627227,-5278.2161750771775,2806.913354404411,-5278.2161750771775,False,-5276.415109881712,2813.913351734123,-5276.415109881712,False,-1.0083700724140148,-1.0080259902125033,0.0003440822015114975,-0.06814109484104347,-68.14109484104347,2810.4428002740156,-2.4315263645819107
774,7.974400416424032,1785872553.0623128,0.00943366705905646,-5279.119092520707,2806.913354404411,-5279.119092520707,False,-5280.978871840327,2813.913351734123,-5280.978871840327,False,-1.008542569124592,-1.0088978682910137,-0.00035529916642174086,0.005265824746938027,5.265824746938026,2810.5162071936033,0.1879041088687563
775,7.985450311971363,1785872553.074868,0.012487542000599205,-5276.707366201057,2806.913354404411,-5276.707366201057,False,-5280.98724210655,2813.913351734123,-5280.98724210655,False,-1.0080818239480167,-1.008899467377841,-0.0008176434298243773,0.05379338027198263,53.793380271982635,2810.5647347491285,1.9195468267193345
776,7.997440832958091,1785872553.086276,0.011334333918057382,-5273.95163217899,2806.913354404411,-5273.95163217899,False,-5277.133259467555,2813.913351734123,-5277.133259467555,False,-1.0075553582590009,-1.0081631881835338,-0.0006078299245328989,0.031771399393483855,31.771399393483854,2810.54271276825,1.1337210745605144
777,8.008026937488467,1785872553.096043,0.009712375001981854,-5275.670438915549,2806.913354404411,-5275.670438915549,False,-5277.23430632393,2813.913351734123,-5277.23430632393,False,-1.0078837254982198,-1.0081824925512406,-0.00029876705302078754,-0.0006677738486690684,-0.6677738486690684,2810.5102735950077,-0.02382864147406039
778,8.017680353950709,1785872553.10558,0.009485708083957434,-5274.252422288107,2806.913354404411,-5274.252422288107,False,-5276.453111532232,2813.913351734123,-5276.453111532232,False,-1.0076128223214893,-1.008033250189324,-0.000420427867834805,0.012101719391410215,12.101719391410215,2810.523043088248,0.43183412044712444
779,8.027302645437885,1785872553.115308,0.00968487502541393,-5274.411637680716,2806.913354404411,-5274.411637680716,False,-5276.435334841213,2813.913351734123,-5276.435334841213,False,-1.0076432394229589,-1.0080298540640775,-0.0003866146411186655,0.00855269030889857,8.552690308898569,2810.5194940591655,0.3051916324899575
780,8.037625957920682,1785872553.12621,0.01084700005594641,-5280.650084054161,2806.913354404411,-5280.650084054161,False,-5280.479156096219,2813.913351734123,-5280.479156096219,False,-1.0088350554480479,-1.0088024007344838,3.265471356406202e-05,-0.03545373196090061,-35.45373196090061,2810.4754876368957,-1.2651203240401303
781,8.048785749473609,1785872553.1376371,0.011373667046427727,-5269.275234587523,2806.913354404411,-5269.275234587523,False,-5274.552362686065,2813.913351734123,-5274.552362686065,False,-1.006661961849773,-1.0076701240519939,-0.0010081622022208858,0.0737901900906944,73.7901900906944,2810.584731558947,2.6331069829679703
782,8.059956520446576,1785872553.148546,0.010855624917894602,-5279.54537702112,2806.913354404411,-5279.54537702112,False,-5279.834573768989,2813.913351734123,-5279.834573768989,False,-1.008624008102893,-1.0086792573264787,-5.524922358568496e-05,-0.026227353418836814,-26.227353418836813,2810.4847140154375,-0.935889002955924
783,8.070307374408003,1785872553.15834,0.009741417015902698,-5284.813656508848,2806.913354404411,-5284.813656508848,False,-5284.089630772992,2813.913351734123,-5284.089630772992,False,-1.009630479833555,-1.0094921592609452,0.0001383205726097625,-0.046544398046393404,-46.544398046393404,2810.46439697081,-1.6608763219523766
784,8.079963978962041,1785872553.16786,0.009472792036831379,-5280.541952196106,2806.913354404411,-5280.541952196106,False,-5276.307563346273,2813.913351734123,-5276.307563346273,False,-1.008814397535238,-1.0080054441219055,0.000808953413332425,-0.11693387833447481,-116.93387833447481,2810.394007490522,-4.172633397604725
785,8.089737312460784,1785872553.177886,0.009979124995879829,-5283.122121527034,2806.913354404411,-5283.122121527034,False,-5283.728194822264,2813.913351734123,-5283.728194822264,False,-1.0093073226919136,-1.0094231091910504,-0.00011578649913679406,-0.019873373856029893,-19.873373856029893,2810.4910679950003,-0.7091555044258454
786,8.099916853941977,1785872553.188216,0.010283458046615124,-5282.231977259528,2806.913354404411,-5282.231977259528,False,-5283.312993245101,2813.913351734123,-5283.312993245101,False,-1.009137266216447,-1.009343787535676,-0.00020652131922904715,-0.010349866442578473,-10.349866442578474,2810.500591502414,-0.369321525927008
787,8.110017582948785,1785872553.198087,0.009835834032855928,-5283.380024146469,2806.913354404411,-5283.380024146469,False,-5282.285524345142,2813.913351734123,-5282.285524345142,False,-1.0093565933686743,-1.0091474960510745,0.00020909731759988226,-0.05397311014311707,-53.97311014311707,2810.4569682587135,-1.9259602534654965
788,8.11983777047135,1785872553.207867,0.00975329102948308,-5279.592499312284,2806.913354404411,-5279.592499312284,False,-5287.249848702509,2813.913351734123,-5287.249848702509,False,-1.0086330105208647,-1.0100958990618039,-0.0014628885409391224,0.12151816986154415,121.51816986154415,2810.632459538718,4.3362178797296655
789,8.129553353937808,1785872553.217512,0.009614542010240257,-5282.859027416939,2806.913354404411,-5282.859027416939,False,-5282.875087874805,2813.913351734123,-5282.875087874805,False,-1.0092570602134459,-1.0092601284631204,-3.068249674553769e-06,-0.03170425733927785,-31.70425733927785,2810.4792371115173,-1.1313251976619272
790,8.13936172844842,1785872553.227485,0.009947875048965216,-5301.079869792463,2806.913354404411,-5301.079869792463,False,-5301.714185285937,2813.913351734123,-5301.714185285937,False,-1.0127380377892425,-1.0128592197830963,-0.0001211819938538028,-0.019307063878400282,-19.30706387840028,2810.491634304978,-0.6889474692549344
791,8.149764312431216,1785872553.238322,0.010809124913066626,-5278.305098266956,2806.913354404411,-5278.305098266956,False,-5277.64236176911,2813.913351734123,-5277.64236176911,False,-1.0083870606313106,-1.008260448982951,0.00012661164835958694,-0.0453154318481168,-45.3154318481168,2810.4656259370086,-1.6170222612088496
792,8.160138603416272,1785872553.2482271,0.009875125018879771,-5280.176545832443,2806.913354404411,-5280.176545832443,False,-5283.17640828927,2813.913351734123,-5283.17640828927,False,-1.0087445889428714,-1.0093176938371171,-0.0005731048942456685,0.028126667602132685,28.126667602132684,2810.5390680364585,1.0036635598819827
793,8.170398249465507,1785872553.258844,0.010592332924716175,-5281.546089189107,2806.913354404411,-5281.546089189107,False,-5285.547207873583,2813.913351734123,-5285.547207873583,False,-1.009006231605454,-1.0097706202177759,-0.0007643886123218646,0.04820376595664566,48.20376595664566,2810.559145134813,1.7200887081303762
794,8.182225978467613,1785872553.2718852,0.013015375006943941,-5279.870463367668,2806.913354404411,-5279.870463367668,False,-5279.081171867836,2813.913351734123,-5279.081171867836,False,-1.0086861138090513,-1.0085353246218636,0.0001507891871876943,-0.04785310117985055,-47.853101179850555,2810.4630882676765,-1.707575691544767
795,8.194333228981122,1785872553.283054,0.011141041992232203,-5283.045803404957,2806.913354404411,-5283.045803404957,False,-5280.538845248646,2813.913351734123,-5280.538845248646,False,-1.0092927425936886,-1.008813803972426,0.00047893862126269227,-0.08229559596802233,-82.29559596802233,2810.4286457728886,-2.9366113320019385
796,8.205784124438651,1785872553.294789,0.011709667043760419,-5276.9171042577245,2806.913354404411,-5276.9171042577245,False,-5282.513124675245,2813.913351734123,-5282.513124675245,False,-1.0081218930873574,-1.0091909776656456,-0.0010690845782881375,0.08018458972174722,80.18458972174722,2810.5911259585782,2.8612828190746225
797,8.217917749425396,1785872553.307325,0.012510166969150305,-5271.459664700308,2806.913354404411,-5271.459664700308,False,-5280.219245346456,2813.913351734123,-5280.219245346456,False,-1.0070792835126128,-1.0087527464170274,-0.0016734629044146132,0.14362001025316765,143.62001025316764,2810.6545613791095,5.124893314771897
798,8.229805520444643,1785872553.318558,0.011202209047041833,-5271.981232998135,2806.913354404411,-5271.981232998135,False,-5274.9644924656905,2813.913351734123,-5274.9644924656905,False,-1.0071789258623771,-1.0077488588597283,-0.0005699329973511968,0.027793745978895973,27.793745978895974,2810.538735114835,0.9917836846594338
799,8.240485166432336,1785872553.328693,0.010100583080202341,-5282.540677629367,2806.913354404411,-5282.540677629367,False,-5270.055549102914,2813.913351734123,-5270.055549102914,False,-1.009196241484599,-1.0068110360404257,0.0023852054441733106,-0.2823769561508897,-282.3769561508897,2810.2285644127055,-10.076254501530464
800,8.251228312437888,1785872553.34003,0.011290874914266169,-5271.658871534676,2806.913354404411,-5271.658871534676,False,-5279.685669529603,2813.913351734123,-5279.685669529603,False,-1.0071173407280307,-1.0086508101061162,-0.0015334693780855169,0.12892631951266895,128.92631951266895,2810.639867688369,4.600568067109226
801,8.262343499925919,1785872553.3509262,0.010854250052943826,-5275.150360668765,2806.913354404411,-5275.150360668765,False,-5274.460210288229,2813.913351734123,-5274.460210288229,False,-1.0077843678133551,-1.0076525189147663,0.00013184889858885995,-0.04586513251797948,-45.86513251797948,2810.4650762363385,-1.6366376148294135
802,8.272986041440163,1785872553.3613162,0.010353833087719977,-5277.036008802764,2806.913354404411,-5277.036008802764,False,-5278.660187364367,2813.913351734123,-5278.660187364367,False,-1.0081446090544028,-1.008454898174714,-0.00031028912031105804,0.0005415798828488935,0.5415798828488936,2810.5114829487393,0.01932557389555001
803,8.28359891596483,1785872553.372152,0.010802250006236136,-5271.1523657425805,2806.913354404411,-5271.1523657425805,False,-5275.040179417429,2813.913351734123,-5275.040179417429,False,-1.0070205759754491,-1.0077633183768213,-0.0007427424013721762,0.04593178426050196,45.931784260501956,2810.556873153117,1.639015995593133
804,8.293939832947217,1785872553.3820019,0.00981399999000132,-5273.495075954397,2806.913354404411,-5273.495075954397,False,-5269.993610355474,2813.913351734123,-5269.993610355474,False,-1.0074681360577908,-1.0067992030314754,0.0006689330263154325,-0.10223736830188902,-102.23736830188902,2810.4087040005547,-3.648207547169891
805,8.304079624940641,1785872553.3924239,0.010381750063970685,-5272.169020692606,2806.913354404411,-5272.169020692606,False,-5275.173730782162,2813.913351734123,-5275.173730782162,False,-1.007214801522788,-1.0077888325268411,-0.0005740310040531771,0.028223871890503027,28.223871890503027,2810.539165240747,1.0071321685163797
806,8.314117811969481,1785872553.402081,0.00962004205211997,-5272.306398814072,2806.913354404411,-5272.306398814072,False,-5271.022061924993,2813.913351734123,-5271.022061924993,False,-1.0072410467506634,-1.006995682248929,0.00024536450173440194,-0.05777970607419332,-57.77970607419332,2810.4531616627823,-2.0617936794959077
807,8.324281582958065,1785872553.412768,0.010635500075295568,-5268.680403154323,2806.913354404411,-5268.680403154323,False,-5274.954360118592,2813.913351734123,-5274.954360118592,False,-1.0065483230378194,-1.007746923138409,-0.0011986001005896973,0.09377851138866469,93.7785113886647,2810.6047198802453,3.346364237391689
808,8.335333478928078,1785872553.4241421,0.011302041937597096,-5278.42544854357,2806.913354404411,-5278.42544854357,False,-5274.113632056729,2813.913351734123,-5274.113632056729,False,-1.0084100527962996,-1.0075863073188782,0.0008237454774213671,-0.118486450234304,-118.486450234304,2810.392454918622,-4.2280349070191265
809,8.34660614549648,1785872553.435334,0.011148374993354082,-5273.743341382155,2806.913354404411,-5273.743341382155,False,-5272.431890148852,2813.913351734123,-5272.431890148852,False,-1.0075155656095678,-1.007265021082548,0.00025054452701978036,-0.05832340042611918,-58.32340042611918,2810.4526179684303,-2.0811947054709954
810,8.35737522895215,1785872553.4456909,0.01031345792580396,-5272.208101292907,2806.913354404411,-5272.208101292907,False,-5276.990399486504,2813.913351734123,-5276.990399486504,False,-1.0072222676261926,-1.0081358956807907,-0.000913628054598048,0.06386790606792292,63.86790606792292,2810.5748092749245,2.279043179700361
811,8.367539374448825,1785872553.4556491,0.009905333048664033,-5271.825874927408,2806.913354404411,-5271.825874927408,False,-5279.304335666474,2813.913351734123,-5279.304335666474,False,-1.0071492456780435,-1.0085779586649433,-0.0014287129868997273,0.11793111098026714,117.93111098026714,2810.628872479837,4.2082183478542365
812,8.377406812447589,1785872553.465438,0.009732625097967684,-5268.244319466945,2806.913354404411,-5268.244319466945,False,-5276.165352874652,2813.913351734123,-5276.165352874652,False,-1.0064650119863514,-1.0079782757038622,-0.0015132637175108155,0.12680553767741315,126.80553767741316,2810.6377469065337,4.5248907250004695
813,8.387618499458767,1785872553.4760551,0.01055816700682044,-5275.411816486841,2806.913354404411,-5275.411816486841,False,-5273.362395696427,2813.913351734123,-5273.362395696427,False,-1.0078343173064153,-1.0074427883272508,0.0003915289791645016,-0.0731210985294108,-73.1210985294108,2810.437820270327,-2.6092313206327007
814,8.398090415925253,1785872553.486399,0.010290000005625188,-5267.6839960876605,2806.913354404411,-5267.6839960876605,False,-5273.160754347893,2813.913351734123,-5273.160754347893,False,-1.0063579657215145,-1.0074042660131814,-0.0010463002916669684,0.07779315584524546,77.79315584524547,2810.5887345247015,2.7759476108066465
815,8.408356665982865,1785872553.496577,0.010127749992534518,-5269.418711984595,2806.913354404411,-5269.418711984595,False,-5276.094357673382,2813.913351734123,-5276.094357673382,False,-1.0066893723059716,-1.007964712516249,-0.0012753402102774203,0.10183313697536933,101.83313697536933,2810.612774505832,3.6337830779106954
816,8.418342937424313,1785872553.5063722,0.009749875054694712,-5274.188745911912,2806.913354404411,-5274.188745911912,False,-5275.173770516856,2813.913351734123,-5275.173770516856,False,-1.0076006573494714,-1.007788840117905,-0.00018818276843357573,-0.012274676832625621,-12.274676832625621,2810.498666692024,-0.4380058818379111
817,8.428140603937209,1785872553.516178,0.009768707910552621,-5274.584034294098,2806.913354404411,-5274.584034294098,False,-5277.325350735092,2813.913351734123,-5277.325350735092,False,-1.0076761747139271,-1.0081998860145682,-0.0005237113006411054,0.02294232652566621,22.94232652566621,2810.533883695382,0.818667089839645
818,8.438139707955997,1785872553.52637,0.01015416590962559,-5278.713569398173,2806.913354404411,-5278.713569398173,False,-5274.60041262952,2813.913351734123,-5274.60041262952,False,-1.0084650964772293,-1.0076793036921137,0.000785792785115591,-0.11450294372415709,-114.50294372415709,2810.396438425132,-4.085888657013884
819,8.448318937444128,1785872553.5365398,0.01013087504543364,-5273.148989821806,2806.913354404411,-5273.148989821806,False,-5273.026475532598,2813.913351734123,-5273.026475532598,False,-1.0074020184743107,-1.0073786128882976,2.3405586013103274e-05,-0.03448294550086294,-34.48294550086294,2810.476458423356,-1.230479071540927
820,8.458759916422423,1785872553.54725,0.010663417051546276,-5269.400059602041,2806.913354404411,-5269.400059602041,False,-5279.73479078155,2813.913351734123,-5279.73479078155,False,-1.0066858088853534,-1.0086601944129996,-0.001974385527646172,0.17520478476759557,175.20478476759558,2810.686146153624,6.251954923194247
821,8.469331082946155,1785872553.557676,0.0103781659854576,-5270.912644802397,2806.913354404411,-5270.912644802397,False,-5273.928775560106,2813.913351734123,-5273.928775560106,False,-1.0069747787943952,-1.007550991645419,-0.0005762128510238274,0.02845287808436419,28.45287808436419,2810.539394246941,1.0153039567643516
822,8.479579707898665,1785872553.567748,0.010028499993495643,-5274.8868508726355,2806.913354404411,-5274.8868508726355,False,-5270.9347372925395,2813.913351734123,-5270.9347372925395,False,-1.0077340259206795,-1.006978999425977,0.0007550264947024932,-0.11127372042779048,-111.27372042779048,2810.3996676484285,-3.9706580226873562
823,8.490571290953085,1785872553.579689,0.011875499971210957,-5283.893972552496,2806.913354404411,-5283.893972552496,False,-5285.967047712198,2813.913351734123,-5285.967047712198,False,-1.0094547799859352,-1.0098508279838894,-0.0003960479979541187,0.009542813435442814,9.542813435442815,2810.520484182292,0.3405228887897093
824,8.501811436901335,1785872553.590177,0.010415291995741427,-5269.32660084971,2806.913354404411,-5269.32660084971,False,-5278.485704679524,2813.913351734123,-5278.485704679524,False,-1.006671775051772,-1.008421564352886,-0.0017497893011140242,0.15163121261263468,151.63121261263467,2810.6625725814692,5.410762653890761
825,8.512992186937481,1785872553.602069,0.01184620801359415,-5276.910535807073,2806.913354404411,-5276.910535807073,False,-5271.4886098969955,2813.913351734123,-5271.4886098969955,False,-1.008120638226086,-1.0070848133107704,0.0010358249153157306,-0.14074626291673445,-140.74626291673445,2810.3701951059397,-5.02234737784522
826,8.524439666420221,1785872553.6131232,0.010969917057082057,-5278.119301891983,2806.913354404411,-5278.119301891983,False,-5278.002708072256,2813.913351734123,-5278.002708072256,False,-1.0083515653999917,-1.008329290882514,2.2274517477605116e-05,-0.03436422878800688,-34.364228788006876,2810.4765771400685,-1.2262428200116642
827,8.53535647894023,1785872553.623806,0.01058045809622854,-5269.992748418254,2806.913354404411,-5269.992748418254,False,-5269.394811565852,2813.913351734123,-5269.394811565852,False,-1.0067990383637795,-1.006684806280978,0.0001142320828015908,-0.04401607528084732,-44.01607528084732,2810.4669252935755,-1.5706564116773951
828,8.546734749921598,1785872553.635919,0.01206224993802607,-5271.4513463948415,2806.913354404411,-5271.4513463948415,False,-5270.463572454687,2813.913351734123,-5270.463572454687,False,-1.007077694352562,-1.006888986340892,0.00018870801166981366,-0.05183305293043169,-51.833052930431684,2810.459108315926,-1.8495950945772084
829,8.558079145441297,1785872553.6465092,0.010551290935836732,-5270.028520341107,2806.913354404411,-5270.028520341107,False,-5271.829489256351,2813.913351734123,-5271.829489256351,False,-1.0068058723651239,-1.0071499361729033,-0.0003440638077794045,0.0040865638941112335,4.086563894111234,2810.5150279327504,0.1458237187450483
830,8.568333290924784,1785872553.656428,0.009871499962173402,-5273.2381468349795,2806.913354404411,-5273.2381468349795,False,-5275.6265458324415,2813.913351734123,-5275.6265458324415,False,-1.0074190513620984,-1.0078753400001796,-0.0004562886380812259,0.015865658207254368,15.865658207254368,2810.5268070270636,0.5661453827881233
831,8.578685395419598,1785872553.667205,0.010728874942287803,-5270.844875752667,2806.913354404411,-5270.844875752667,False,-5275.03028395024,2813.913351734123,-5275.03028395024,False,-1.006961831942785,-1.0077614279099223,-0.0007995959671371899,0.051899122427853266,51.899122427853264,2810.5628404912845,1.8519526986816037
832,8.589389166445471,1785872553.677835,0.010585082927718759,-5275.552197634257,2806.913354404411,-5275.552197634257,False,-5278.428133691965,2813.913351734123,-5278.428133691965,False,-1.0078611362435503,-1.0084105657770475,-0.0005494295334971255,0.025641706774793854,25.641706774793853,2810.5365830756314,0.914990963987791
833,8.59997504146304,1785872553.688384,0.010508582927286625,-5276.830293119785,2806.913354404411,-5276.830293119785,False,-5270.046747868081,2813.913351734123,-5270.046747868081,False,-1.0081053083643094,-1.0068093546197503,0.001295953744559153,-0.16804932949286674,-168.04932949286675,2810.3428920393635,-5.996621806054337
834,8.610304770467337,1785872553.6984901,0.010066375019960105,-5267.712539352631,2806.913354404411,-5267.712539352631,False,-5274.215412476695,2813.913351734123,-5274.215412476695,False,-1.00636341873314,-1.007605751829305,-0.0012423330961648382,0.09836871730023018,98.36871730023019,2810.6093100861567,3.510159766636818
