batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz
0,0.0139315000269562,1786994969.8620872,0.013745900010690093,1313.3977837456598,2794.1786248070553,1315.784996202257,2800.1786225182364
