batch,time_s,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0.01626712502911687,0.9339094713310265,0.9395262859437441,0.005616814612717569,-0.1677499904870728,-167.74999048707278,2796.828440585918,-5.9859402828672845
