point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2794.1505124847386,0.9601016294358392,-0.013625916575515958
2,1,f_plus,2800.1505101959197,0.960101629435839,0.012955564383997718
