point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2806.894562700064,-1.0410381244311309,-0.016002685071336974
2,1,f_plus,2813.8945600297766,-1.0410381244311269,0.013305167298356802
