batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.0067027920158579946,1785875292.881815,0.011918833944946527,-1143.1790208899456,2804.8489944326493,-1143.1790208899456,False,-1141.6289713541669,2811.848991762361,-1141.6289713541669,False,-1.1404624001010122,-1.1389160340624949,0.0015463660385173217,-0.06108588998927668,-61.08588998927668,2808.405601405545,-2.179770553428371
1,0,0.01821883354568854,1785875292.892843,0.010957917082123458,-1149.5294638813407,2804.8489944326493,-1149.5294638813407,False,-1152.130515455163,2811.848991762361,-1152.130515455163,False,-1.1467977520654256,-1.1493926225681736,-0.0025948705027480923,0.022445120310921846,22.445120310921848,2808.4891324158452,0.8009249325907025
2,0,0.02903047954896465,1785875292.9034398,0.01055145903956145,-1138.4996858016304,2804.8489944326493,-1138.4996858016304,False,-1141.0297695878623,2811.848991762361,-1141.0297695878623,False,-1.135794184862473,-1.1383182562236291,-0.002524071361156066,0.021017062829384783,21.017062829384784,2808.4877043583638,0.7499665582852121
3,0,0.039555792056489736,1785875292.913903,0.010421665967442095,-1139.9685844089672,2804.8489944326493,-1139.9685844089672,False,-1145.765571218297,2811.848991762361,-1145.765571218297,False,-1.1372595928174967,-1.1430428038186708,-0.005783211001174182,0.0867556952710255,86.7556952710255,2808.5534429908057,3.095764176099968
4,0,0.049467042030300945,1785875292.9232588,0.009313834016211331,-1152.079090240036,2804.8489944326493,-1152.079090240036,False,-1151.0099991508152,2811.848991762361,-1151.0099991508152,False,-1.1493413195585858,-1.1482747690295267,0.0010665505290590183,-0.051407748240215975,-51.40774824021597,2808.415279547294,-1.8344186497365107
5,0,0.05903468752512708,1785875292.933046,0.009747875039465725,-1119.2599411231886,2804.8489944326493,-1119.2599411231886,False,-1122.331794893569,2811.848991762361,-1122.331794893569,False,-1.116600161011139,-1.119664714908393,-0.0030645538972540187,0.031918891749323795,31.918891749323794,2808.4986061872837,1.138984147492285
6,0,0.06900945852976292,1785875292.9432058,0.010117166908457875,-1137.5095108695655,2804.8489944326493,-1137.5095108695655,False,-1137.5431357563407,2811.848991762361,-1137.5431357563407,False,-1.1348063629562737,-1.1348399079377456,-3.3544981471900215e-05,-0.029218218976263,-29.218218976263003,2808.437469076558,-1.0426141513082716
7,0,0.07958345900988206,1785875292.9541929,0.010940750013105571,-1143.5910920516308,2804.8489944326493,-1143.5910920516308,False,-1142.8541864809783,2811.848991762361,-1142.8541864809783,False,-1.1408734920275436,-1.1401383376200565,0.0007351544074871708,-0.04472330687382031,-44.72330687382031,2808.4219639886605,-1.595893051449483
8,0,0.09023293753853068,1785875292.964496,0.01026212505530566,-1123.0267181838767,2804.8489944326493,-1123.0267181838767,False,-1115.270066236413,2811.848991762361,-1115.270066236413,False,-1.1203579868011306,-1.1126197675589107,0.007738219242219957,-0.18597896204204106,-185.97896204204108,2808.2807083334924,-6.636417429419107
9,0,0.1003389170509763,1785875292.974414,0.009882165933959186,-1128.0665491961051,2804.8489944326493,-1128.0665491961051,False,-1126.2178569406701,2811.848991762361,-1126.2178569406701,False,-1.1253858412904783,-1.1235415422190693,0.001844299071408928,-0.06709536252030812,-67.09536252030813,2808.399591933014,-2.394210766496864
10,0,0.11029029201017693,1785875292.9843998,0.00994783395435661,-1144.1123612998192,2804.8489944326493,-1144.1123612998192,False,-1141.5453492980068,2811.848991762361,-1141.5453492980068,False,-1.1413935225450955,-1.1388326107236066,0.002560911821488876,-0.08154983436989023,-81.54983436989023,2808.3851374611645,-2.9099997990968536
11,0,0.12015912547940388,1785875292.994155,0.009709417005069554,-1133.3247282608697,2804.8489944326493,-1133.3247282608697,False,-1133.7889690896743,2811.848991762361,-1133.7889690896743,False,-1.1306315249557488,-1.1310946625747642,-0.00046313761901539685,-0.020553100074223587,-20.553100074223586,2808.44613419546,-0.7334106506645585
12,0,0.13030243752291426,1785875293.00467,0.010467124986462295,-1114.9518016870475,2804.8489944326493,-1114.9518016870475,False,-1117.70096948596,2811.848991762361,-1117.70096948596,False,-1.1123022593251137,-1.1150448940734208,-0.002742634748307049,0.02542560611384455,25.425606113844548,2808.4921129016484,0.9072796929005335
13,0,0.1407805630005896,1785875293.015124,0.010417707962915301,-1145.19405004529,2804.8489944326493,-1145.19405004529,False,-1145.6084295742753,2811.848991762361,-1145.6084295742753,False,-1.142472640793663,-1.1428860356019506,-0.0004133948082876149,-0.021556439824044673,-21.556439824044674,2808.4451308557104,-0.7692135249801839
14,0,0.15101687551941723,1785875293.0251431,0.009975916938856244,-1142.4423587522645,2804.8489944326493,-1142.4423587522645,False,-1151.789608808877,2811.848991762361,-1151.789608808877,False,-1.1397274885480086,-1.1490525260435442,-0.009325037495535593,0.15819627646796847,158.19627646796846,2808.6248835720025,5.645028420923796
15,0,0.16154222952900454,1785875293.036173,0.010978958918713033,-1138.4417685688406,2804.8489944326493,-1138.4417685688406,False,-1142.812105129076,2811.848991762361,-1142.812105129076,False,-1.1357364052626837,-1.1400963562691804,-0.004359951006496665,0.0580477612782136,58.0477612782136,2808.524735056813,2.0713588808954326
16,0,0.17219537502387539,1785875293.046446,0.010217999923042953,-1140.8417218636778,2804.8489944326493,-1140.8417218636778,False,-1146.9334309895828,2811.848991762361,-1146.9334309895828,False,-1.1381306553711483,-1.1442078883184765,-0.006077232947328204,0.0926862790394116,92.6862790394116,2808.559373574574,3.3073893462536255
17,0,0.18273472954751924,1785875293.0572522,0.010752125061117113,-1139.4262808537137,2804.8489944326493,-1139.4262808537137,False,-1142.636135643116,2811.848991762361,-1142.636135643116,False,-1.136718577978258,-1.1399208049525142,-0.003202226974256206,0.034695833152824436,34.695833152824434,2808.5013831286874,1.2380756905803751
18,0,0.19373391702538356,1785875293.068445,0.011140250018797815,-1137.8104294044385,2804.8489944326493,-1137.8104294044385,False,-1137.9122565670289,2811.848991762361,-1137.9122565670289,False,-1.1351065663961941,-1.135208151579373,-0.00010158518317893162,-0.027845810824015566,-27.845810824015565,2808.4388414847103,-0.9936415509568786
19,0,0.20487256301566958,1785875293.079544,0.011035291943699121,-1142.3565797667575,2804.8489944326493,-1142.3565797667575,False,-1141.1153674139493,2811.848991762361,-1141.1153674139493,False,-1.139641913405444,-1.138403650637276,0.0012382627681679637,-0.054871278195763186,-54.87127819576319,2808.411816017339,-1.958010212523665
20,0,0.21596177102765068,1785875293.090605,0.010989958071149886,-1123.9635360054347,2804.8489944326493,-1123.9635360054347,False,-1124.5051064311594,2811.848991762361,-1124.5051064311594,False,-1.121292578393268,-1.1218328618451676,-0.0005402834518997146,-0.018997026351540686,-18.997026351540686,2808.447690269183,-0.6778841832550916
21,0,0.22656135453144088,1785875293.100749,0.010079374886117876,-1145.2087055593295,2804.8489944326493,-1145.2087055593295,False,-1143.5091655344204,2811.848991762361,-1143.5091655344204,False,-1.1424872614807213,-1.1407917601983706,0.001695501282350742,-0.06409402957865776,-64.09402957865775,2808.4025932659556,-2.2871121031493633
22,0,0.23687277152203023,1785875293.1113012,0.010411875089630485,-1138.0725147192027,2804.8489944326493,-1138.0725147192027,False,-1139.0677918365038,2811.848991762361,-1139.0677918365038,False,-1.1353680288982566,-1.1363609408649924,-0.0009929119667357877,-0.009867261181598797,-9.867261181598797,2808.456820034353,-0.3521003847273336
