csv,n_batches,duration_s,rate_Hz,shift_reference,n_nan,shift_mean_kHz,shift_std_kHz,shift_ptp_kHz,B_std_uT,sensitivity_uT_per_rtHz,f0_calibration_mhz,fwhm_calibration_mhz
twopoint_lockin_live_20260817_114734.csv,190500,30.002863680206296,32618.97769437539,calibration,0,-10.250566029979545,138.98404999255538,1261.4794546487738,4.959465101076056,0.038834226875298035,2797.8208657958207,6.413393482640167
