batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.00605534999340307,1786044135.3804657,0.011152500024763867,-1423.587038250291,2805.4574448863796,-1423.587038250291,False,-1427.569572260665,2811.4574425975607,-1427.569572260665,False,-1.0754056339088154,-1.0784141183898581,-0.003008484481042739,0.0591561117352567,59.1561117352567,2808.6171756312856,2.110908925751381
1,0,0.017221049987711012,1786044135.3914726,0.011070100008510053,-1426.7474660826508,2805.4574448863796,-1426.7474660826508,False,-1431.43930425746,2811.4574425975607,-1431.43930425746,False,-1.0777930832218263,-1.0813373900123544,-0.0035443067905280845,0.07208272033210207,72.08272033210207,2808.6301022398825,2.572178144879463
2,0,0.028581149992533028,1786044135.4032779,0.011563099978957325,-1423.8149785180156,2805.4574448863796,-1423.8149785180156,False,-1431.1164067078541,2811.4574425975607,-1431.1164067078541,False,-1.0755778244679588,-1.0810934668557848,-0.005515642387825981,0.11964080671296641,119.64080671296641,2808.6776603262633,4.269226616934286
3,0,0.04004614999576006,1786044135.4136167,0.011284099979093298,-1433.7475318641689,2805.4574448863796,-1433.7475318641689,False,-1427.6349112481078,2811.4574425975607,-1427.6349112481078,False,-1.0830810705221527,-1.0784634767454218,0.004617593776730988,-0.12482153723915489,-124.82153723915489,2808.433197982311,-4.454094249184802
4,0,0.05123184999683872,1786044135.4251266,0.010829899983946234,-1427.0371107428525,2805.4574448863796,-1427.0371107428525,False,-1423.805110625908,2811.4574425975607,-1423.805110625908,False,-1.0780118864920467,-1.0755703700682753,0.0024415164237714393,-0.07232409597885077,-72.32409597885076,2808.4856954235715,-2.5807913209695537
5,0,0.06239284999901429,1786044135.4371214,0.011404899996705353,-1428.2107287661913,2805.4574448863796,-1428.2107287661913,False,-1428.5746008922367,2811.4574425975607,-1428.5746008922367,False,-1.0788984606181407,-1.0791733367752407,-0.00027487615710009017,-0.006791655341902558,-6.791655341902558,2808.551227864208,-0.24235138959115607
6,0,0.0738771999895107,1786044135.4480283,0.011468400014564395,-1427.9350058671796,2805.4574448863796,-1427.9350058671796,False,-1427.6136797649408,2811.4574425975607,-1427.6136797649408,False,-1.0786901741200006,-1.078447438065664,0.00024273605433666745,-0.019278948878853598,-19.278948878853598,2808.5387405706715,-0.687944222054439
7,0,0.08531044999836013,1786044135.459854,0.011319899989757687,-1427.5317458946352,2805.4574448863796,-1427.5317458946352,False,-1431.8614501701682,2811.4574425975607,-1431.8614501701682,False,-1.0783855436093595,-1.0816562873334594,-0.003270743724099967,0.06548306476780572,65.48306476780571,2808.623502584318,2.3366780176921824
8,0,0.09647999999288004,1786044135.470468,0.010941799991996959,-1430.6345212102203,2805.4574448863796,-1430.6345212102203,False,-1423.4807904679258,2811.4574425975607,-1423.4807904679258,False,-1.0807294410778518,-1.0753253722453724,0.005404068832479458,-0.14379509439956398,-143.79509439956396,2808.4142244251507,-5.131140964871681
9,0,0.10749204999592621,1786044135.481576,0.010983900021528825,-1431.7042516123117,2805.4574448863796,-1431.7042516123117,False,-1425.368379821154,2811.4574425975607,-1425.368379821154,False,-1.0815375364526079,-1.076751294349484,0.00478624210312395,-0.12889014518474187,-128.89014518474187,2808.4291293743654,-4.599277233255134
10,0,0.11891854999703355,1786044135.4935799,0.01176229998236522,-1425.783113685081,2805.4574448863796,-1425.783113685081,False,-1424.9773532175138,2811.4574425975607,-1424.9773532175138,False,-1.0770645924632318,-1.0764559051661997,0.0006086872970321178,-0.028107451156776445,-28.107451156776445,2808.5299120683935,-1.0029778460168586
11,0,0.13070259999949485,1786044135.5049632,0.011740799993276596,-1418.4092108742825,2805.4574448863796,-1418.4092108742825,False,-1426.0913891328933,2811.4574425975607,-1426.0913891328933,False,-1.0714942013220092,-1.0772974697966617,-0.005803268474652512,0.12657972989856497,126.57972989856498,2808.6845992494486,4.516833068033292
12,0,0.1420520999963628,1786044135.516465,0.010886599979130551,-1425.6889158807212,2805.4574448863796,-1425.6889158807212,False,-1425.2096423744604,2811.4574425975607,-1425.2096423744604,False,-1.0769934335900555,-1.076631380961753,0.00036205262830257823,-0.02215743792917945,-22.15743792917945,2808.535862081621,-0.7906593608756584
13,0,0.15316294999502134,1786044135.526992,0.011266300018178299,-1427.139679411448,2805.4574448863796,-1427.139679411448,False,-1424.2499006632636,2811.4574425975607,-1424.2499006632636,False,-1.078089368880623,-1.0759063732062826,0.0021829956743404377,-0.0660873333750923,-66.0873333750923,2808.4919321861753,-2.3582405572042644
